Titulo;Descripcion;Categoria;latitud;longitud;fecha del hecho;provincia;hora
7252;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-62;9/3/2018;Buenos Aires;23
7253;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;9/3/2018;Buenos Aires;23
7254;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;9/3/2018;Buenos Aires;23
7255;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;9/3/2018;Buenos Aires;23
7256;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;9/3/2018;Buenos Aires;23
7257;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/3/2018;Buenos Aires;23
7258;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/3/2018;Buenos Aires;23
7259;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;10/3/2018;Buenos Aires;23
7260;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;10/3/2018;Buenos Aires;23
7261;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;10/3/2018;Buenos Aires;23
7262;Colision vehiculo-persona;Accidente automovilistico;-35;-61;10/3/2018;Buenos Aires;23
7263;Colision vehiculo-persona;Accidente automovilistico;-35;-61;10/3/2018;Buenos Aires;23
7264;Sin determinar;Accidente automovilistico;-36;-59;10/3/2018;Buenos Aires;23
7265;Sin determinar;Accidente automovilistico;-36;-59;10/3/2018;Buenos Aires;23
7266;Sin determinar;Accidente automovilistico;-35;-58;10/3/2018;Buenos Aires;23
7267;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/3/2018;Buenos Aires;23
7268;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/3/2018;Buenos Aires;23
7269;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/3/2018;Buenos Aires;23
7270;Vuelco-Despistes;Accidente automovilistico;-36;-58;12/3/2018;Buenos Aires;23
7271;Vuelco-Despistes;Accidente automovilistico;-36;-58;12/3/2018;Buenos Aires;23
7272;Otro;Accidente automovilistico;-38;-58;12/3/2018;Buenos Aires;23
7273;Colision vehiculo-persona;Accidente automovilistico;-34;-59;12/3/2018;Buenos Aires;23
7274;Colision vehiculo-persona;Accidente automovilistico;-34;-59;12/3/2018;Buenos Aires;23
7275;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;13/3/2018;Buenos Aires;23
7276;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;13/3/2018;Buenos Aires;23
7277;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;13/3/2018;Buenos Aires;23
7278;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;13/3/2018;Buenos Aires;23
7279;Colision vehiculo-objeto;Accidente automovilistico;-35;-61;14/3/2018;Buenos Aires;23
7280;Colision vehiculo-persona;Accidente automovilistico;-35;-59;14/3/2018;Buenos Aires;23
7281;Colision vehiculo-persona;Accidente automovilistico;-35;-59;14/3/2018;Buenos Aires;23
7282;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;15/3/2018;Buenos Aires;23
7283;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-61;15/3/2018;Buenos Aires;23
7284;Vuelco-Despistes;Accidente automovilistico;-34;-60;16/3/2018;Buenos Aires;23
7285;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/3/2018;Buenos Aires;23
7286;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;16/3/2018;Buenos Aires;23
7287;Colision vehiculo-objeto;Accidente automovilistico;-35;-59;16/3/2018;Buenos Aires;23
7288;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;17/3/2018;Buenos Aires;23
7289;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;17/3/2018;Buenos Aires;23
7290;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-62;17/3/2018;Buenos Aires;23
7291;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-62;17/3/2018;Buenos Aires;23
7292;Sin determinar;Accidente automovilistico;-35;-59;17/3/2018;Buenos Aires;23
7293;Sin determinar;Accidente automovilistico;-35;-59;17/3/2018;Buenos Aires;23
7294;Colision vehiculo-persona;Accidente automovilistico;-35;-59;17/3/2018;Buenos Aires;23
7295;Colision vehiculo-persona;Accidente automovilistico;-35;-59;17/3/2018;Buenos Aires;23
7296;Sin determinar;Accidente automovilistico;-35;-59;17/3/2018;Buenos Aires;23
7297;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/3/2018;Buenos Aires;23
7298;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/3/2018;Buenos Aires;23
7299;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/3/2018;Buenos Aires;23
7300;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/3/2018;Buenos Aires;23
7301;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;18/3/2018;Buenos Aires;23
7302;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;18/3/2018;Buenos Aires;23
7303;Vuelco-Despistes;Accidente automovilistico;-36;-62;18/3/2018;Buenos Aires;23
7304;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;18/3/2018;Buenos Aires;23
7305;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;18/3/2018;Buenos Aires;23
7306;Sin determinar;Accidente automovilistico;-35;-58;18/3/2018;Buenos Aires;23
7307;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;19/3/2018;Buenos Aires;23
7308;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;19/3/2018;Buenos Aires;23
7309;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;19/3/2018;Buenos Aires;23
7310;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;19/3/2018;Buenos Aires;23
7311;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;19/3/2018;Buenos Aires;23
7312;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;19/3/2018;Buenos Aires;23
7313;Colision vehiculo-persona;Accidente automovilistico;-35;-58;19/3/2018;Buenos Aires;23
7314;Colision vehiculo-persona;Accidente automovilistico;-35;-58;19/3/2018;Buenos Aires;23
7315;Vuelco-Despistes;Accidente automovilistico;-36;-61;20/3/2018;Buenos Aires;23
7316;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;20/3/2018;Buenos Aires;23
7317;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;20/3/2018;Buenos Aires;23
7318;Vuelco-Despistes;Accidente automovilistico;-36;-60;21/3/2018;Buenos Aires;23
7319;Vuelco-Despistes;Accidente automovilistico;-36;-60;21/3/2018;Buenos Aires;23
7320;Sin determinar;Accidente automovilistico;-34;-59;22/3/2018;Buenos Aires;23
7321;Sin determinar;Accidente automovilistico;-34;-59;22/3/2018;Buenos Aires;23
7322;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;22/3/2018;Buenos Aires;23
7323;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;22/3/2018;Buenos Aires;23
7324;Colision vehiculo-persona;Accidente automovilistico;-35;-58;22/3/2018;Buenos Aires;23
7325;Colision vehiculo-persona;Accidente automovilistico;-35;-58;22/3/2018;Buenos Aires;23
7326;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;23/3/2018;Buenos Aires;23
7327;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;23/3/2018;Buenos Aires;23
7328;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-59;23/3/2018;Buenos Aires;23
7329;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-59;23/3/2018;Buenos Aires;23
7330;Colision vehiculo-persona;Accidente automovilistico;-35;-58;23/3/2018;Buenos Aires;23
7331;Colision vehiculo-persona;Accidente automovilistico;-35;-58;23/3/2018;Buenos Aires;23
7332;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;24/3/2018;Buenos Aires;23
7333;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;24/3/2018;Buenos Aires;23
7334;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;24/3/2018;Buenos Aires;23
7335;Sin determinar;Accidente automovilistico;-34;-60;25/3/2018;Buenos Aires;23
7336;Colision vehiculo-objeto;Accidente automovilistico;-36;-60;25/3/2018;Buenos Aires;23
7337;Colision vehiculo-vehiculo;Accidente automovilistico;-40;-63;25/3/2018;Buenos Aires;23
7338;Colision vehiculo-vehiculo;Accidente automovilistico;-40;-63;25/3/2018;Buenos Aires;23
7339;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;25/3/2018;Buenos Aires;23
7340;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;25/3/2018;Buenos Aires;23
7341;Colision vehiculo-persona;Accidente automovilistico;-35;-59;25/3/2018;Buenos Aires;23
7342;Colision vehiculo-persona;Accidente automovilistico;-35;-59;25/3/2018;Buenos Aires;23
7343;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;25/3/2018;Buenos Aires;23
7344;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;25/3/2018;Buenos Aires;23
7345;Colision vehiculo-persona;Accidente automovilistico;-35;-58;26/3/2018;Buenos Aires;23
7346;Colision vehiculo-persona;Accidente automovilistico;-35;-58;26/3/2018;Buenos Aires;23
7347;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;28/3/2018;Buenos Aires;23
7348;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;28/3/2018;Buenos Aires;23
7349;Colision vehiculo-persona;Accidente automovilistico;-35;-58;28/3/2018;Buenos Aires;23
7350;Colision vehiculo-persona;Accidente automovilistico;-35;-58;28/3/2018;Buenos Aires;23
7351;Colision vehiculo-persona;Accidente automovilistico;-35;-58;28/3/2018;Buenos Aires;23
7352;Colision vehiculo-persona;Accidente automovilistico;-35;-58;28/3/2018;Buenos Aires;23
7353;Colision vehiculo-objeto;Accidente automovilistico;-35;-59;29/3/2018;Buenos Aires;23
7354;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;29/3/2018;Buenos Aires;23
7355;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;30/3/2018;Buenos Aires;23
7356;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;30/3/2018;Buenos Aires;23
7357;Sin determinar;Accidente automovilistico;-34;-59;30/3/2018;Buenos Aires;23
7358;Sin determinar;Accidente automovilistico;-34;-59;30/3/2018;Buenos Aires;23
7359;Sin determinar;Accidente automovilistico;-35;-59;30/3/2018;Buenos Aires;23
7360;Colision vehiculo-objeto;Accidente automovilistico;-34;-62;31/3/2018;Buenos Aires;23
7361;Colision vehiculo-objeto;Accidente automovilistico;-34;-62;31/3/2018;Buenos Aires;23
7362;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;31/3/2018;Buenos Aires;23
7363;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;31/3/2018;Buenos Aires;23
7364;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;31/3/2018;Buenos Aires;23
7365;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-60;31/3/2018;Buenos Aires;23
7366;Colision vehiculo-persona;Accidente automovilistico;-35;-58;31/3/2018;Buenos Aires;23
7367;Colision vehiculo-persona;Accidente automovilistico;-35;-58;31/3/2018;Buenos Aires;23
7368;Vuelco-Despistes;Accidente automovilistico;-34;-59;4/3/2018;Buenos Aires;23
7369;Vuelco-Despistes;Accidente automovilistico;-37;-58;10/3/2018;Buenos Aires;23
7370;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;13/3/2018;Buenos Aires;23
7371;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;13/3/2018;Buenos Aires;23
7372;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-59;20/3/2018;Buenos Aires;23
7373;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-59;20/3/2018;Buenos Aires;23
7374;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;18/3/2018;Buenos Aires;23
7375;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;18/3/2018;Buenos Aires;23
7376;Colision vehiculo-objeto;Accidente automovilistico;-35;-58;25/3/2018;Buenos Aires;23
7377;Colision vehiculo-objeto;Accidente automovilistico;-35;-58;25/3/2018;Buenos Aires;23
7378;Vuelco-Despistes;Accidente automovilistico;-37;-58;25/3/2018;Buenos Aires;23
7379;Vuelco-Despistes;Accidente automovilistico;-37;-58;25/3/2018;Buenos Aires;23
7380;Vuelco-Despistes;Accidente automovilistico;-35;-58;28/3/2018;Buenos Aires;23
7381;Colision vehiculo-objeto;Accidente automovilistico;-37;-58;29/3/2018;Buenos Aires;23
7382;Colision vehiculo-objeto;Accidente automovilistico;-37;-58;29/3/2018;Buenos Aires;23
7383;Vuelco-Despistes;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7384;Vuelco-Despistes;Accidente automovilistico;-37;-60;1/4/2018;Buenos Aires;23
7385;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-62;1/4/2018;Buenos Aires;23
7386;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-62;1/4/2018;Buenos Aires;23
7387;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-62;1/4/2018;Buenos Aires;23
7388;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-62;1/4/2018;Buenos Aires;23
7389;Sin determinar;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7390;Sin determinar;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7391;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7392;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7393;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7394;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;1/4/2018;Buenos Aires;23
7395;Colision vehiculo-objeto;Accidente automovilistico;-34;-62;1/4/2018;Buenos Aires;23
7396;Colision vehiculo-objeto;Accidente automovilistico;-34;-62;1/4/2018;Buenos Aires;23
7397;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;2/4/2018;Buenos Aires;23
7398;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;2/4/2018;Buenos Aires;23
7399;Colision vehiculo-persona;Accidente automovilistico;-37;-62;4/4/2018;Buenos Aires;23
7400;Colision vehiculo-persona;Accidente automovilistico;-37;-62;4/4/2018;Buenos Aires;23
7401;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;5/4/2018;Buenos Aires;23
7402;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;5/4/2018;Buenos Aires;23
7403;Colision vehiculo-persona;Accidente automovilistico;-34;-59;5/4/2018;Buenos Aires;23
7404;Colision vehiculo-persona;Accidente automovilistico;-34;-59;5/4/2018;Buenos Aires;23
7405;Colision vehiculo-persona;Accidente automovilistico;-35;-59;5/4/2018;Buenos Aires;23
7406;Colision vehiculo-persona;Accidente automovilistico;-35;-59;5/4/2018;Buenos Aires;23
7407;Colision vehiculo-persona;Accidente automovilistico;-39;-62;5/4/2018;Buenos Aires;23
7408;Colision vehiculo-persona;Accidente automovilistico;-39;-62;5/4/2018;Buenos Aires;23
7409;Colision vehiculo-objeto;Accidente automovilistico;-36;-58;6/4/2018;Buenos Aires;23
7410;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7411;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7412;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7413;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7414;Colision vehiculo-persona;Accidente automovilistico;-35;-59;7/4/2018;Buenos Aires;23
7415;Colision vehiculo-persona;Accidente automovilistico;-35;-59;7/4/2018;Buenos Aires;23
7416;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;7/4/2018;Buenos Aires;23
7417;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;7/4/2018;Buenos Aires;23
7418;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;7/4/2018;Buenos Aires;23
7419;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7420;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7421;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;7/4/2018;Buenos Aires;23
7422;Colision vehiculo-persona;Accidente automovilistico;-35;-59;8/4/2018;Buenos Aires;23
7423;Colision vehiculo-persona;Accidente automovilistico;-35;-59;8/4/2018;Buenos Aires;23
7424;Sin determinar;Accidente automovilistico;-35;-59;8/4/2018;Buenos Aires;23
7425;Sin determinar;Accidente automovilistico;-35;-59;8/4/2018;Buenos Aires;23
7426;Vuelco-Despistes;Accidente automovilistico;-37;-59;8/4/2018;Buenos Aires;23
7427;Vuelco-Despistes;Accidente automovilistico;-37;-59;8/4/2018;Buenos Aires;23
7428;Colision vehiculo-persona;Accidente automovilistico;-37;-60;9/4/2018;Buenos Aires;23
7429;Colision vehiculo-persona;Accidente automovilistico;-37;-60;9/4/2018;Buenos Aires;23
7430;Sin determinar;Accidente automovilistico;-39;-59;9/4/2018;Buenos Aires;23
7431;Sin determinar;Accidente automovilistico;-39;-59;9/4/2018;Buenos Aires;23
7432;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/4/2018;Buenos Aires;23
7433;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;9/4/2018;Buenos Aires;23
7434;Vuelco-Despistes;Accidente automovilistico;-38;-59;9/4/2018;Buenos Aires;23
7435;Vuelco-Despistes;Accidente automovilistico;-38;-59;9/4/2018;Buenos Aires;23
7436;Colision vehiculo-persona;Accidente automovilistico;-35;-59;10/4/2018;Buenos Aires;23
7437;Colision vehiculo-persona;Accidente automovilistico;-35;-59;10/4/2018;Buenos Aires;23
7438;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/4/2018;Buenos Aires;23
7439;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;11/4/2018;Buenos Aires;23
7440;Colision vehiculo-persona;Accidente automovilistico;-35;-59;11/4/2018;Buenos Aires;23
7441;Colision vehiculo-persona;Accidente automovilistico;-35;-59;11/4/2018;Buenos Aires;23
7442;Vuelco-Despistes;Accidente automovilistico;-36;-59;11/4/2018;Buenos Aires;23
7443;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;12/4/2018;Buenos Aires;23
7444;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;12/4/2018;Buenos Aires;23
7445;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-58;12/4/2018;Buenos Aires;23
7446;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-58;12/4/2018;Buenos Aires;23
7447;Colision vehiculo-persona;Accidente automovilistico;-35;-58;12/4/2018;Buenos Aires;23
7448;Colision vehiculo-persona;Accidente automovilistico;-35;-58;12/4/2018;Buenos Aires;23
7449;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;12/4/2018;Buenos Aires;23
7450;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;12/4/2018;Buenos Aires;23
7451;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;13/4/2018;Buenos Aires;23
7452;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;13/4/2018;Buenos Aires;23
7453;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;13/4/2018;Buenos Aires;23
7454;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;13/4/2018;Buenos Aires;23
7455;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;13/4/2018;Buenos Aires;23
7456;Colision vehiculo-persona;Accidente automovilistico;-35;-58;13/4/2018;Buenos Aires;23
7457;Colision vehiculo-persona;Accidente automovilistico;-35;-58;13/4/2018;Buenos Aires;23
7458;Vuelco-Despistes;Accidente automovilistico;-35;-59;13/4/2018;Buenos Aires;23
7459;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-62;13/4/2018;Buenos Aires;23
7460;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-62;13/4/2018;Buenos Aires;23
7461;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;14/4/2018;Buenos Aires;23
7462;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;14/4/2018;Buenos Aires;23
7463;Vuelco-Despistes;Accidente automovilistico;-37;-59;14/4/2018;Buenos Aires;23
7464;Sin determinar;Accidente automovilistico;-34;-59;14/4/2018;Buenos Aires;23
7465;Sin determinar;Accidente automovilistico;-34;-59;14/4/2018;Buenos Aires;23
7466;Vuelco-Despistes;Accidente automovilistico;-39;-63;14/4/2018;Buenos Aires;23
7467;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;14/4/2018;Buenos Aires;23
7468;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-59;14/4/2018;Buenos Aires;23
7469;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;14/4/2018;Buenos Aires;23
7470;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;14/4/2018;Buenos Aires;23
7471;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;15/4/2018;Buenos Aires;23
7472;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-57;15/4/2018;Buenos Aires;23
7473;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;15/4/2018;Buenos Aires;23
7474;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;15/4/2018;Buenos Aires;23
7475;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;15/4/2018;Buenos Aires;23
7476;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;15/4/2018;Buenos Aires;23
7477;Colision vehiculo-persona;Accidente automovilistico;-35;-59;15/4/2018;Buenos Aires;23
7478;Colision vehiculo-persona;Accidente automovilistico;-35;-59;15/4/2018;Buenos Aires;23
7479;Sin determinar;Accidente automovilistico;-35;-58;15/4/2018;Buenos Aires;23
7480;Sin determinar;Accidente automovilistico;-35;-58;15/4/2018;Buenos Aires;23
7481;Sin determinar;Accidente automovilistico;-35;-58;15/4/2018;Buenos Aires;23
7482;Vuelco-Despistes;Accidente automovilistico;-35;-58;15/4/2018;Buenos Aires;23
7483;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;15/4/2018;Buenos Aires;23
7484;Colision vehiculo-vehiculo;Accidente automovilistico;-34;-59;15/4/2018;Buenos Aires;23
7485;Colision vehiculo-persona;Accidente automovilistico;-34;-59;16/4/2018;Buenos Aires;23
7486;Colision vehiculo-persona;Accidente automovilistico;-34;-59;16/4/2018;Buenos Aires;23
7487;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;16/4/2018;Buenos Aires;23
7488;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;16/4/2018;Buenos Aires;23
7489;Colision vehiculo-persona;Accidente automovilistico;-35;-61;16/4/2018;Buenos Aires;23
7490;Colision vehiculo-persona;Accidente automovilistico;-35;-61;16/4/2018;Buenos Aires;23
7491;Colision vehiculo-persona;Accidente automovilistico;-35;-59;17/4/2018;Buenos Aires;23
7492;Colision vehiculo-persona;Accidente automovilistico;-35;-59;17/4/2018;Buenos Aires;23
7493;Colision vehiculo-persona;Accidente automovilistico;-35;-59;17/4/2018;Buenos Aires;23
7494;Colision vehiculo-persona;Accidente automovilistico;-35;-59;17/4/2018;Buenos Aires;23
7495;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/4/2018;Buenos Aires;23
7496;Colision vehiculo-persona;Accidente automovilistico;-35;-58;17/4/2018;Buenos Aires;23
7497;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;17/4/2018;Buenos Aires;23
7498;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;17/4/2018;Buenos Aires;23
7499;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;18/4/2018;Buenos Aires;23
7500;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;18/4/2018;Buenos Aires;23
7501;Sin determinar;Accidente automovilistico;-35;-59;18/4/2018;Buenos Aires;23
7502;Sin determinar;Accidente automovilistico;-35;-59;18/4/2018;Buenos Aires;23
7503;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;18/4/2018;Buenos Aires;23
7504;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-62;18/4/2018;Buenos Aires;23
7505;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;19/4/2018;Buenos Aires;23
7506;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;19/4/2018;Buenos Aires;23
7507;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-58;19/4/2018;Buenos Aires;23
7508;Colision vehiculo-vehiculo;Accidente automovilistico;-37;-58;19/4/2018;Buenos Aires;23
7509;Colision vehiculo-persona;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7510;Colision vehiculo-persona;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7511;Colision vehiculo-objeto;Accidente automovilistico;-38;-58;21/4/2018;Buenos Aires;23
7512;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7513;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7514;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7515;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7516;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7517;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;21/4/2018;Buenos Aires;23
7518;Colision vehiculo-objeto;Accidente automovilistico;-38;-62;22/4/2018;Buenos Aires;23
7519;Vuelco-Despistes;Accidente automovilistico;-34;-59;22/4/2018;Buenos Aires;23
7520;Colision vehiculo-persona;Accidente automovilistico;-35;-59;22/4/2018;Buenos Aires;23
7521;Colision vehiculo-persona;Accidente automovilistico;-35;-59;22/4/2018;Buenos Aires;23
7522;Vuelco-Despistes;Accidente automovilistico;-35;-61;22/4/2018;Buenos Aires;23
7523;Vuelco-Despistes;Accidente automovilistico;-37;-58;23/4/2018;Buenos Aires;23
7524;Vuelco-Despistes;Accidente automovilistico;-37;-58;23/4/2018;Buenos Aires;23
7525;Vuelco-Despistes;Accidente automovilistico;-37;-58;23/4/2018;Buenos Aires;23
7526;Colision vehiculo-persona;Accidente automovilistico;-35;-58;25/4/2018;Buenos Aires;23
7527;Colision vehiculo-persona;Accidente automovilistico;-35;-58;25/4/2018;Buenos Aires;23
7528;Colision vehiculo-persona;Accidente automovilistico;-35;-59;26/4/2018;Buenos Aires;23
7529;Colision vehiculo-persona;Accidente automovilistico;-35;-59;26/4/2018;Buenos Aires;23
7530;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;27/4/2018;Buenos Aires;23
7531;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-60;27/4/2018;Buenos Aires;23
7532;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;27/4/2018;Buenos Aires;23
7533;Colision vehiculo-vehiculo;Accidente automovilistico;-35;-58;27/4/2018;Buenos Aires;23
7534;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-60;28/4/2018;Buenos Aires;23
7535;Colision vehiculo-vehiculo;Accidente automovilistico;-33;-60;28/4/2018;Buenos Aires;23
