Titulo;Descripcion;Categoria;latitud;longitud;fecha del hecho;provincia;hora
292;Otro;Accidente automovilistico;-25;-65;3/9/2017;Buenos Aires;23
293;Otro;Accidente automovilistico;-23;-64;9/9/2017;Buenos Aires;23
294;Otro;Accidente automovilistico;-23;-64;9/9/2017;Buenos Aires;23
295;Vuelco-Despistes;Accidente automovilistico;-25;-64;16/9/2017;Buenos Aires;23
296;Vuelco-Despistes;Accidente automovilistico;-25;-64;16/9/2017;Buenos Aires;23
297;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;16/9/2017;Buenos Aires;23
298;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;16/9/2017;Buenos Aires;23
299;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-69;8/8/2017;Buenos Aires;23
300;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-69;8/8/2017;Buenos Aires;23
301;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-65;27/4/2017;Buenos Aires;23
302;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-65;27/4/2017;Buenos Aires;23
303;Colision vehiculo-vehiculo;Accidente automovilistico;-55;-68;18/7/2017;Buenos Aires;23
304;Colision vehiculo-vehiculo;Accidente automovilistico;-55;-68;18/7/2017;Buenos Aires;23
305;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-68;16/5/2017;Buenos Aires;23
306;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-68;16/5/2017;Buenos Aires;23
307;Colision vehiculo-vehiculo;Accidente automovilistico;-26;-58;22/4/2017;Buenos Aires;23
308;Colision vehiculo-vehiculo;Accidente automovilistico;-26;-58;22/4/2017;Buenos Aires;23
309;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-66;22/7/2017;Buenos Aires;23
310;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-66;22/7/2017;Buenos Aires;23
311;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-61;30/4/2017;Buenos Aires;23
312;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-61;30/4/2017;Buenos Aires;23
313;Otro;Accidente automovilistico;-26;-58;15/4/2017;Buenos Aires;23
314;Otro;Accidente automovilistico;-26;-58;15/4/2017;Buenos Aires;23
315;Colision vehiculo-objeto;Accidente automovilistico;-25;-60;14/4/2017;Buenos Aires;23
316;Vuelco-Despistes;Accidente automovilistico;-46;-71;1/9/2017;Buenos Aires;23
317;Vuelco-Despistes;Accidente automovilistico;-46;-71;1/9/2017;Buenos Aires;23
318;Colision vehiculo-persona;Accidente automovilistico;-32;-69;24/8/2017;Buenos Aires;23
319;Colision vehiculo-persona;Accidente automovilistico;-32;-69;24/8/2017;Buenos Aires;23
320;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-68;8/8/2017;Buenos Aires;23
321;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-68;8/8/2017;Buenos Aires;23
322;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-68;23/7/2017;Buenos Aires;23
323;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-68;23/7/2017;Buenos Aires;23
324;Vuelco-Despistes;Accidente automovilistico;-55;-67;5/8/2017;Buenos Aires;23
325;Vuelco-Despistes;Accidente automovilistico;-55;-67;5/8/2017;Buenos Aires;23
326;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-69;12/8/2017;Buenos Aires;23
327;Colision vehiculo-vehiculo;Accidente automovilistico;-31;-69;12/8/2017;Buenos Aires;23
328;Colision vehiculo-persona;Accidente automovilistico;-28;-68;1/9/2017;Buenos Aires;23
329;Colision vehiculo-persona;Accidente automovilistico;-28;-68;1/9/2017;Buenos Aires;23
330;Colision vehiculo-objeto;Accidente automovilistico;-32;-69;24/9/2017;Buenos Aires;23
331;Colision vehiculo-objeto;Accidente automovilistico;-32;-69;24/9/2017;Buenos Aires;23
332;Vuelco-Despistes;Accidente automovilistico;-32;-68;30/9/2017;Buenos Aires;23
333;Vuelco-Despistes;Accidente automovilistico;-32;-68;30/9/2017;Buenos Aires;23
334;Colision vehiculo-persona;Accidente automovilistico;-39;-68;20/7/2017;Buenos Aires;23
335;Colision vehiculo-persona;Accidente automovilistico;-39;-68;20/7/2017;Buenos Aires;23
336;Sin determinar;Accidente automovilistico;-39;-68;24/8/2017;Buenos Aires;23
337;Sin determinar;Accidente automovilistico;-39;-68;24/8/2017;Buenos Aires;23
338;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;3/6/2017;Buenos Aires;23
339;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;3/6/2017;Buenos Aires;23
340;Vuelco-Despistes;Accidente automovilistico;-39;-68;29/8/2017;Buenos Aires;23
341;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-69;6/7/2017;Buenos Aires;23
342;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-69;6/7/2017;Buenos Aires;23
343;Vuelco-Despistes;Accidente automovilistico;-40;-70;14/7/2017;Buenos Aires;23
344;Vuelco-Despistes;Accidente automovilistico;-40;-70;16/7/2017;Buenos Aires;23
345;Vuelco-Despistes;Accidente automovilistico;-40;-70;16/7/2017;Buenos Aires;23
346;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;19/5/2017;Buenos Aires;23
347;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;19/5/2017;Buenos Aires;23
348;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;10/6/2017;Buenos Aires;23
349;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;10/6/2017;Buenos Aires;23
350;Vuelco-Despistes;Accidente automovilistico;-39;-70;1/7/2017;Buenos Aires;23
351;Vuelco-Despistes;Accidente automovilistico;-39;-70;7/7/2017;Buenos Aires;23
352;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-70;20/7/2017;Buenos Aires;23
353;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-70;20/7/2017;Buenos Aires;23
354;Colision vehiculo-objeto;Accidente automovilistico;-39;-68;23/7/2017;Buenos Aires;23
355;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-69;20/8/2017;Buenos Aires;23
356;Colision vehiculo-vehiculo;Accidente automovilistico;-38;-69;20/8/2017;Buenos Aires;23
357;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;22/9/2017;Buenos Aires;23
358;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;22/9/2017;Buenos Aires;23
359;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;29/9/2017;Buenos Aires;23
360;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;29/9/2017;Buenos Aires;23
361;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;22/9/2017;Buenos Aires;23
362;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;22/9/2017;Buenos Aires;23
363;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-69;24/9/2017;Buenos Aires;23
364;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-69;24/9/2017;Buenos Aires;23
365;Colision vehiculo-vehiculo;Accidente automovilistico;-41;-72;11/8/2017;Buenos Aires;23
366;Colision vehiculo-vehiculo;Accidente automovilistico;-41;-72;11/8/2017;Buenos Aires;23
367;Colision vehiculo-vehiculo;Accidente automovilistico;-41;-72;11/8/2017;Buenos Aires;23
368;Vuelco-Despistes;Accidente automovilistico;-37;-70;21/8/2017;Buenos Aires;23
369;Colision vehiculo-persona;Accidente automovilistico;-37;-69;1/8/2017;Buenos Aires;23
370;Colision vehiculo-persona;Accidente automovilistico;-37;-69;1/8/2017;Buenos Aires;23
371;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-69;25/8/2017;Buenos Aires;23
372;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-69;25/8/2017;Buenos Aires;23
373;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-69;25/8/2017;Buenos Aires;23
374;Colision vehiculo-vehiculo;Accidente automovilistico;-47;-68;18/4/2017;Buenos Aires;23
375;Colision vehiculo-vehiculo;Accidente automovilistico;-47;-68;18/4/2017;Buenos Aires;23
376;Colision vehiculo-vehiculo;Accidente automovilistico;-47;-68;18/4/2017;Buenos Aires;23
377;Colision vehiculo-vehiculo;Accidente automovilistico;-47;-68;18/4/2017;Buenos Aires;23
378;Colision vehiculo-vehiculo;Accidente automovilistico;-47;-68;18/4/2017;Buenos Aires;23
379;Vuelco-Despistes;Accidente automovilistico;-50;-72;16/4/2017;Buenos Aires;23
380;Vuelco-Despistes;Accidente automovilistico;-50;-72;16/4/2017;Buenos Aires;23
381;Colision vehiculo-persona;Accidente automovilistico;-50;-69;12/1/2017;Buenos Aires;23
382;Colision vehiculo-persona;Accidente automovilistico;-50;-69;12/1/2017;Buenos Aires;23
383;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;11/9/2017;Buenos Aires;23
384;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;11/9/2017;Buenos Aires;23
385;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;11/9/2017;Buenos Aires;23
386;Vuelco-Despistes;Accidente automovilistico;-25;-64;1/10/2017;Buenos Aires;23
387;Vuelco-Despistes;Accidente automovilistico;-25;-64;1/10/2017;Buenos Aires;23
388;Colision vehiculo-objeto;Accidente automovilistico;-32;-69;8/9/2017;Buenos Aires;23
389;Colision vehiculo-objeto;Accidente automovilistico;-32;-69;8/9/2017;Buenos Aires;23
390;Colision vehiculo-persona;Accidente automovilistico;-31;-69;11/9/2017;Buenos Aires;23
391;Colision vehiculo-persona;Accidente automovilistico;-31;-69;11/9/2017;Buenos Aires;23
392;Vuelco-Despistes;Accidente automovilistico;-32;-68;7/9/2017;Buenos Aires;23
393;Vuelco-Despistes;Accidente automovilistico;-32;-68;7/9/2017;Buenos Aires;23
394;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-64;17/8/2017;Buenos Aires;23
395;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-64;17/8/2017;Buenos Aires;23
396;Colision vehiculo-vehiculo;Accidente automovilistico;-36;-64;17/8/2017;Buenos Aires;23
397;Colision vehiculo-objeto;Accidente automovilistico;-52;-69;27/10/2017;Buenos Aires;23
398;Colision vehiculo-objeto;Accidente automovilistico;-52;-69;27/10/2017;Buenos Aires;23
399;Colision vehiculo-vehiculo;Accidente automovilistico;-49;-68;18/10/2017;Buenos Aires;23
400;Colision vehiculo-vehiculo;Accidente automovilistico;-49;-68;18/10/2017;Buenos Aires;23
401;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;5/10/2017;Buenos Aires;23
402;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;5/10/2017;Buenos Aires;23
403;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;5/10/2017;Buenos Aires;23
404;Colision vehiculo-persona;Accidente automovilistico;-25;-65;10/10/2017;Buenos Aires;23
405;Colision vehiculo-persona;Accidente automovilistico;-25;-65;10/10/2017;Buenos Aires;23
406;Otro;Accidente automovilistico;-23;-64;7/10/2017;Buenos Aires;23
407;Otro;Accidente automovilistico;-23;-64;7/10/2017;Buenos Aires;23
408;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;13/10/2017;Buenos Aires;23
409;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;13/10/2017;Buenos Aires;23
410;Colision vehiculo-persona;Accidente automovilistico;-23;-64;13/10/2017;Buenos Aires;23
411;Colision vehiculo-persona;Accidente automovilistico;-23;-64;13/10/2017;Buenos Aires;23
412;Otro;Accidente automovilistico;-25;-65;14/10/2017;Buenos Aires;23
413;Otro;Accidente automovilistico;-25;-65;14/10/2017;Buenos Aires;23
414;Vuelco-Despistes;Accidente automovilistico;-24;-64;15/10/2017;Buenos Aires;23
415;Vuelco-Despistes;Accidente automovilistico;-24;-64;15/10/2017;Buenos Aires;23
416;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;19/10/2017;Buenos Aires;23
417;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;19/10/2017;Buenos Aires;23
418;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;20/10/2017;Buenos Aires;23
419;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;20/10/2017;Buenos Aires;23
420;Colision vehiculo-objeto;Accidente automovilistico;-25;-64;15/10/2017;Buenos Aires;23
421;Colision vehiculo-objeto;Accidente automovilistico;-25;-64;15/10/2017;Buenos Aires;23
422;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;23/10/2017;Buenos Aires;23
423;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;23/10/2017;Buenos Aires;23
424;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;23/10/2017;Buenos Aires;23
425;Colision vehiculo-persona;Accidente automovilistico;-25;-65;26/10/2017;Buenos Aires;23
426;Colision vehiculo-persona;Accidente automovilistico;-25;-65;26/10/2017;Buenos Aires;23
427;Vuelco-Despistes;Accidente automovilistico;-47;-68;9/10/2017;Buenos Aires;23
428;Vuelco-Despistes;Accidente automovilistico;-47;-68;9/10/2017;Buenos Aires;23
429;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;31/10/2017;Buenos Aires;23
430;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;31/10/2017;Buenos Aires;23
431;Vuelco-Despistes;Accidente automovilistico;-32;-69;2/10/2017;Buenos Aires;23
432;Vuelco-Despistes;Accidente automovilistico;-32;-69;2/10/2017;Buenos Aires;23
433;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;24/9/2017;Buenos Aires;23
434;Colision vehiculo-vehiculo;Accidente automovilistico;-39;-68;24/9/2017;Buenos Aires;23
435;Vuelco-Despistes;Accidente automovilistico;-39;-68;24/9/2017;Buenos Aires;23
436;Vuelco-Despistes;Accidente automovilistico;-39;-70;24/9/2017;Buenos Aires;23
437;Colision vehiculo-vehiculo;Accidente automovilistico;-40;-71;10/9/2017;Buenos Aires;23
438;Colision vehiculo-vehiculo;Accidente automovilistico;-40;-71;10/9/2017;Buenos Aires;23
439;Colision vehiculo-vehiculo;Accidente automovilistico;-41;-72;23/9/2017;Buenos Aires;23
440;Colision vehiculo-vehiculo;Accidente automovilistico;-41;-72;23/9/2017;Buenos Aires;23
441;Vuelco-Despistes;Accidente automovilistico;-39;-70;10/9/2017;Buenos Aires;23
442;Vuelco-Despistes;Accidente automovilistico;-36;-65;29/10/2017;Buenos Aires;23
443;Vuelco-Despistes;Accidente automovilistico;-36;-65;29/10/2017;Buenos Aires;23
444;Vuelco-Despistes;Accidente automovilistico;-30;-69;6/10/2017;Buenos Aires;23
445;Vuelco-Despistes;Accidente automovilistico;-30;-69;6/10/2017;Buenos Aires;23
446;Vuelco-Despistes;Accidente automovilistico;-36;-67;18/11/2017;Buenos Aires;23
447;Vuelco-Despistes;Accidente automovilistico;-36;-67;18/11/2017;Buenos Aires;23
448;Colision vehiculo-vehiculo;Accidente automovilistico;-26;-55;22/1/2017;Buenos Aires;23
449;Colision vehiculo-vehiculo;Accidente automovilistico;-26;-55;22/1/2017;Buenos Aires;23
450;Colision vehiculo-vehiculo;Accidente automovilistico;-26;-55;22/1/2017;Buenos Aires;23
451;Colision vehiculo-vehiculo;Accidente automovilistico;-26;-55;22/1/2017;Buenos Aires;23
452;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-56;24/3/2017;Buenos Aires;23
453;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-56;24/3/2017;Buenos Aires;23
454;Vuelco-Despistes;Accidente automovilistico;-27;-55;27/3/2017;Buenos Aires;23
455;Vuelco-Despistes;Accidente automovilistico;-27;-55;27/3/2017;Buenos Aires;23
456;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-56;18/3/2017;Buenos Aires;23
457;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-56;18/3/2017;Buenos Aires;23
458;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-56;18/3/2017;Buenos Aires;23
459;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-66;9/9/2017;Buenos Aires;23
460;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-66;9/9/2017;Buenos Aires;23
461;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;21/4/2017;Buenos Aires;23
462;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;21/4/2017;Buenos Aires;23
463;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-56;17/3/2017;Buenos Aires;23
464;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-56;17/3/2017;Buenos Aires;23
465;Colision vehiculo-persona;Accidente automovilistico;-27;-55;7/5/2017;Buenos Aires;23
466;Colision vehiculo-persona;Accidente automovilistico;-27;-55;7/5/2017;Buenos Aires;23
467;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-69;27/10/2017;Buenos Aires;23
468;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-69;27/10/2017;Buenos Aires;23
469;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;5/2/2017;Buenos Aires;23
470;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;5/2/2017;Buenos Aires;23
471;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;31/3/2017;Buenos Aires;23
472;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;31/3/2017;Buenos Aires;23
473;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;10/3/2017;Buenos Aires;23
474;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;10/3/2017;Buenos Aires;23
475;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;17/3/2017;Buenos Aires;23
476;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;17/3/2017;Buenos Aires;23
477;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-68;22/10/2017;Buenos Aires;23
478;Colision vehiculo-vehiculo;Accidente automovilistico;-32;-68;22/10/2017;Buenos Aires;23
479;Vuelco-Despistes;Accidente automovilistico;-31;-69;8/10/2017;Buenos Aires;23
480;Vuelco-Despistes;Accidente automovilistico;-31;-69;8/10/2017;Buenos Aires;23
481;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;3/11/2017;Buenos Aires;23
482;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;3/11/2017;Buenos Aires;23
483;Colision vehiculo-persona;Accidente automovilistico;-25;-65;4/11/2017;Buenos Aires;23
484;Colision vehiculo-persona;Accidente automovilistico;-25;-65;4/11/2017;Buenos Aires;23
485;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;7/11/2017;Buenos Aires;23
486;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-65;7/11/2017;Buenos Aires;23
487;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-64;12/11/2017;Buenos Aires;23
488;Colision vehiculo-vehiculo;Accidente automovilistico;-25;-64;12/11/2017;Buenos Aires;23
489;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;12/11/2017;Buenos Aires;23
490;Colision vehiculo-vehiculo;Accidente automovilistico;-23;-64;12/11/2017;Buenos Aires;23
491;Colision vehiculo-persona;Accidente automovilistico;-25;-65;16/11/2017;Buenos Aires;23
492;Colision vehiculo-persona;Accidente automovilistico;-25;-65;16/11/2017;Buenos Aires;23
493;Colision vehiculo-objeto;Accidente automovilistico;-27;-56;7/7/2017;Buenos Aires;23
494;Colision vehiculo-objeto;Accidente automovilistico;-27;-56;7/7/2017;Buenos Aires;23
495;Colision vehiculo-objeto;Accidente automovilistico;-27;-56;7/7/2017;Buenos Aires;23
496;Otro;Accidente automovilistico;-23;-64;1/11/2017;Buenos Aires;23
497;Otro;Accidente automovilistico;-23;-64;1/11/2017;Buenos Aires;23
498;Vuelco-Despistes;Accidente automovilistico;-28;-56;12/7/2017;Buenos Aires;23
499;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-56;3/8/2017;Buenos Aires;23
500;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-56;3/8/2017;Buenos Aires;23
501;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;7/5/2017;Buenos Aires;23
502;Colision vehiculo-vehiculo;Accidente automovilistico;-28;-55;7/5/2017;Buenos Aires;23
503;Colision vehiculo-persona;Accidente automovilistico;-27;-55;22/5/2017;Buenos Aires;23
504;Colision vehiculo-persona;Accidente automovilistico;-27;-55;22/5/2017;Buenos Aires;23
505;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;24/6/2017;Buenos Aires;23
506;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;24/6/2017;Buenos Aires;23
507;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;24/6/2017;Buenos Aires;23
508;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;24/6/2017;Buenos Aires;23
509;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;24/6/2017;Buenos Aires;23
510;Vuelco-Despistes;Accidente automovilistico;-28;-56;31/7/2017;Buenos Aires;23
511;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;6/6/2017;Buenos Aires;23
512;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;6/6/2017;Buenos Aires;23
513;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;6/6/2017;Buenos Aires;23
514;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;6/6/2017;Buenos Aires;23
515;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;6/6/2017;Buenos Aires;23
516;Colision vehiculo-vehiculo;Accidente automovilistico;-27;-55;6/6/2017;Buenos Aires;23
517;Colision vehiculo-persona;Accidente automovilistico;-27;-56;18/8/2017;Buenos Aires;23
518;Colision vehiculo-persona;Accidente automovilistico;-27;-56;18/8/2017;Buenos Aires;23
