Titulo;Descripcion;Categoria;latitud;longitud;fecha_hecho
28136;RUTA 88;Vuelco-Despistes;-38;-58;18/2/2019
28136;RUTA 88;Vuelco-Despistes;-38;-58;18/2/2019
28137;RUTA 56;Colisión vehículo-vehículo;;;22/2/2019
28137;RUTA 56;Colisión vehículo-vehículo;;;22/2/2019
28138;Ramal Pilar (R.N. 8);Vuelco-Despistes;-34;-59;22/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28139;RUTA 228;Colisión vehículo-vehículo;-38;-60;24/2/2019
28140;RUTA 226;Colisión vehículo-vehículo;;;25/2/2019
28140;RUTA 226;Colisión vehículo-vehículo;;;25/2/2019
28140;RUTA 226;Colisión vehículo-vehículo;;;25/2/2019
28140;RUTA 226;Colisión vehículo-vehículo;;;25/2/2019
28160;AVE DERQUI / CARLOS SAAVEDRA LAMAS;Sin determinar;-35;-59;1/3/2019
28160;AVE DERQUI / CARLOS SAAVEDRA LAMAS;Sin determinar;-35;-59;1/3/2019
28161;AUTOVIA 2;Vuelco-Despistes;-37;-58;2/3/2019
28161;AUTOVIA 2;Vuelco-Despistes;-37;-58;2/3/2019
28161;AUTOVIA 2;Vuelco-Despistes;-37;-58;2/3/2019
28162;AVE RICARDO BALBIN;Sin determinar;-35;-59;2/3/2019
28162;AVE RICARDO BALBIN;Sin determinar;-35;-59;2/3/2019
28163;BULNES;Sin determinar;-35;-59;2/3/2019
28163;BULNES;Sin determinar;-35;-59;2/3/2019
28164;RUTA 3;Colisión vehículo-vehículo;-38;-60;2/3/2019
28164;RUTA 3;Colisión vehículo-vehículo;-38;-60;2/3/2019
28165;AUTP PASCUAL PALAZZO;Sin determinar;-35;-58;2/3/2019
28165;AUTP PASCUAL PALAZZO;Sin determinar;-35;-58;2/3/2019
28166;25 DE MAYO;Sin determinar;;;3/3/2019
28166;25 DE MAYO;Sin determinar;;;3/3/2019
28167;RUTA 51;Vuelco-Despistes;-39;-62;3/3/2019
28167;RUTA 51;Vuelco-Despistes;-39;-62;3/3/2019
28168;RUTA 226;Vuelco-Despistes;-36;-62;3/3/2019
28168;RUTA 226;Vuelco-Despistes;-36;-62;3/3/2019
28169;104;Vuelco-Despistes;-35;-60;3/3/2019
28169;104;Vuelco-Despistes;-35;-60;3/3/2019
28170;CATALINA DE BATTIPEDE;Sin determinar;-35;-58;4/3/2019
28170;CATALINA DE BATTIPEDE;Sin determinar;-35;-58;4/3/2019
28171;STTE JUAN O ABRAHAM;Sin determinar;-35;-58;4/3/2019
28171;STTE JUAN O ABRAHAM;Sin determinar;-35;-58;4/3/2019
28172;RUTA PROVINCIAL 65;Vuelco-Despistes;-35;-61;4/3/2019
28172;RUTA PROVINCIAL 65;Vuelco-Despistes;-35;-61;4/3/2019
28173;RUTA 9;Vuelco-Despistes;;;4/3/2019
28173;RUTA 9;Vuelco-Despistes;;;4/3/2019
28174;RUTA 33;Sin determinar;;;5/3/2019
28174;RUTA 33;Sin determinar;;;5/3/2019
28174;RUTA 33;Sin determinar;;;5/3/2019
28175;OTTAWA;Sin determinar;-35;-59;5/3/2019
28175;OTTAWA;Sin determinar;-35;-59;5/3/2019
28176;CHARCAS;Colisión vehículo-persona;-39;-62;6/3/2019
28176;CHARCAS;Colisión vehículo-persona;-39;-62;6/3/2019
28177;BERUTI;Sin determinar;-35;-58;6/3/2019
28177;BERUTI;Sin determinar;-35;-58;6/3/2019
28178;AVE REP ORIENTAL DEL URUGUAY;Sin determinar;-35;-59;6/3/2019
28178;AVE REP ORIENTAL DEL URUGUAY;Sin determinar;-35;-59;6/3/2019
28179;GRAL JOSE M PAZ A;Colisión vehículo-persona;;;6/3/2019
28179;GRAL JOSE M PAZ A;Colisión vehículo-persona;;;6/3/2019
28180;CAMINO VECINAL;Colisión vehículo-vehículo;;;7/3/2019
28180;CAMINO VECINAL;Colisión vehículo-vehículo;;;7/3/2019
28180;CAMINO VECINAL;Colisión vehículo-vehículo;;;7/3/2019
28180;CAMINO VECINAL;Colisión vehículo-vehículo;;;7/3/2019
28180;CAMINO VECINAL;Colisión vehículo-vehículo;;;7/3/2019
28180;CAMINO VECINAL;Colisión vehículo-vehículo;;;7/3/2019
28181;PASO;Sin determinar;-35;-61;7/3/2019
28181;PASO;Sin determinar;-35;-61;7/3/2019
28182;ALMAFUERTE;Sin determinar;-35;-58;8/3/2019
28182;ALMAFUERTE;Sin determinar;-35;-58;8/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28183;RUTA NAC 35;Vuelco-Despistes;-39;-62;9/3/2019
28184;CAMINO GENERAL BELGRANO;Colisión vehículo-persona;-35;-58;9/3/2019
28184;CAMINO GENERAL BELGRANO;Colisión vehículo-persona;-35;-58;9/3/2019
28185;RUTA NAC 3;Vuelco-Despistes;-39;-63;9/3/2019
28185;RUTA NAC 3;Vuelco-Despistes;-39;-63;9/3/2019
28185;RUTA NAC 3;Vuelco-Despistes;-39;-63;9/3/2019
28185;RUTA NAC 3;Vuelco-Despistes;-39;-63;9/3/2019
28185;RUTA NAC 3;Vuelco-Despistes;-39;-63;9/3/2019
28186;RUTA 9;Colisión vehículo-persona;-34;-59;11/3/2019
28186;RUTA 9;Colisión vehículo-persona;-34;-59;11/3/2019
28186;RUTA 9;Colisión vehículo-persona;-34;-59;11/3/2019
28186;RUTA 9;Colisión vehículo-persona;-34;-59;11/3/2019
28187;RUTA 47;Sin determinar;-35;-59;11/3/2019
28187;RUTA 47;Sin determinar;-35;-59;11/3/2019
28188;AUTOPISTA RICCHIERI;Sin determinar;-35;-58;12/3/2019
28188;AUTOPISTA RICCHIERI;Sin determinar;-35;-58;12/3/2019
28189;RUTA PROV 6;Sin determinar;-35;-58;12/3/2019
28189;RUTA PROV 6;Sin determinar;-35;-58;12/3/2019
28190;DALMACIO VELEZ SARSFIELD;Sin determinar;-35;-59;13/3/2019
28190;DALMACIO VELEZ SARSFIELD;Sin determinar;-35;-59;13/3/2019
28191;RUTA 88;Colisión vehículo-vehículo;-38;-58;14/3/2019
28191;RUTA 88;Colisión vehículo-vehículo;-38;-58;14/3/2019
28192;RUTA PANAMERICANA;Colisión vehículo-persona;-34;-59;15/3/2019
28192;RUTA PANAMERICANA;Colisión vehículo-persona;-34;-59;15/3/2019
28193;RUTA PROVINCIAL 36;Sin determinar;-35;-58;16/3/2019
28193;RUTA PROVINCIAL 36;Sin determinar;-35;-58;16/3/2019
28194;AVE  CONSTITUCION;Colisión vehículo-vehículo;-34;-59;16/3/2019
28194;AVE  CONSTITUCION;Colisión vehículo-vehículo;-34;-59;16/3/2019
28195;RUTA NAC 9;Sin determinar;-34;-59;17/3/2019
28195;RUTA NAC 9;Sin determinar;-34;-59;17/3/2019
28196;62;Sin determinar;-35;-58;17/3/2019
28196;62;Sin determinar;-35;-58;17/3/2019
28197;AMELIA L DE ANGONELLI;Colisión vehículo-persona;-35;-58;18/3/2019
28197;AMELIA L DE ANGONELLI;Colisión vehículo-persona;-35;-58;18/3/2019
28198;CMTE CARBONARI;Colisión vehículo-persona;-35;-58;18/3/2019
28198;CMTE CARBONARI;Colisión vehículo-persona;-35;-58;18/3/2019
28199;CARLOS ORTIZ;Sin determinar;-35;-60;18/3/2019
28199;CARLOS ORTIZ;Sin determinar;-35;-60;18/3/2019
28200;SIN CALLE;Sin determinar;-35;-58;18/3/2019
28200;SIN CALLE;Sin determinar;-35;-58;18/3/2019
28201;AUTP ING  PASCUAL PALAZZO;Sin determinar;;;18/3/2019
28201;AUTP ING  PASCUAL PALAZZO;Sin determinar;;;18/3/2019
28202;AU. PANAMERICANA;Colisión vehículo-vehículo;;;18/3/2019
28202;AU. PANAMERICANA;Colisión vehículo-vehículo;;;18/3/2019
28203;COLECTORA AUT. DEL OESTE;Sin determinar;-35;-59;18/3/2019
28203;COLECTORA AUT. DEL OESTE;Sin determinar;-35;-59;18/3/2019
28204;GRAL JOSE DE SAN MARTIN;Sin determinar;-35;-59;18/3/2019
28204;GRAL JOSE DE SAN MARTIN;Sin determinar;-35;-59;18/3/2019
28205;137;Sin determinar;-35;-58;19/3/2019
28205;137;Sin determinar;-35;-58;19/3/2019
28206;ALMAFUERTE;Sin determinar;-37;-59;19/3/2019
28206;ALMAFUERTE;Sin determinar;-37;-59;19/3/2019
28207;JUAN B JUSTO;Sin determinar;-35;-58;21/3/2019
28207;JUAN B JUSTO;Sin determinar;-35;-58;21/3/2019
28208;RUTA 05;Vuelco-Despistes;-35;-59;21/3/2019
28208;RUTA 05;Vuelco-Despistes;-35;-59;21/3/2019
28209;RUTA 6;Vuelco-Despistes;-35;-59;21/3/2019
28209;RUTA 6;Vuelco-Despistes;-35;-59;21/3/2019
28210;CNEL ALBARINOS;Sin determinar;-35;-58;21/3/2019
28210;CNEL ALBARINOS;Sin determinar;-35;-58;21/3/2019
28211;RUTA 11;Colisión vehículo-vehículo;-37;-57;22/3/2019
28211;RUTA 11;Colisión vehículo-vehículo;-37;-57;22/3/2019
28212;GRAL PINTO;Sin determinar;-35;-58;22/3/2019
28212;GRAL PINTO;Sin determinar;-35;-58;22/3/2019
28213;25 DE MAYO;Sin determinar;;;23/3/2019
28213;25 DE MAYO;Sin determinar;;;23/3/2019
28213;25 DE MAYO;Sin determinar;;;23/3/2019
28214;RUTA NAC. 205;Sin determinar;-36;-61;23/3/2019
28214;RUTA NAC. 205;Sin determinar;-36;-61;23/3/2019
28214;RUTA NAC. 205;Sin determinar;-36;-61;23/3/2019
28214;RUTA NAC. 205;Sin determinar;-36;-61;23/3/2019
28215;ALSINA;Sin determinar;-37;-60;23/3/2019
28215;ALSINA;Sin determinar;-37;-60;23/3/2019
28216;AVE  ANGEL T DE ALVEAR;Sin determinar;-34;-59;23/3/2019
28216;AVE  ANGEL T DE ALVEAR;Sin determinar;-34;-59;23/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28217;RUTA NACIONAL 07;Colisión vehículo-vehículo;-34;-60;24/3/2019
28218;38;Vuelco-Despistes;-35;-58;24/3/2019
28218;38;Vuelco-Despistes;-35;-58;24/3/2019
28219;AUTP ING  PASCUAL PALAZZO;Sin determinar;-35;-59;24/3/2019
28219;AUTP ING  PASCUAL PALAZZO;Sin determinar;-35;-59;24/3/2019
28220;AUTP ING  PASCUAL PALAZZO;Sin determinar;-35;-59;24/3/2019
28220;AUTP ING  PASCUAL PALAZZO;Sin determinar;-35;-59;24/3/2019
28221;LOS QUILMES;Sin determinar;-35;-58;25/3/2019
28221;LOS QUILMES;Sin determinar;-35;-58;25/3/2019
28222;AUTP ING  PASCUAL PALAZZO;Sin determinar;-35;-59;25/3/2019
28222;AUTP ING  PASCUAL PALAZZO;Sin determinar;-35;-59;25/3/2019
28223;AU. PANAMERICANA;Colisión vehículo-vehículo;;;25/3/2019
28223;AU. PANAMERICANA;Colisión vehículo-vehículo;;;25/3/2019
28224;RUTA 3;Colisión vehículo-vehículo;-38;-60;25/3/2019
28224;RUTA 3;Colisión vehículo-vehículo;-38;-60;25/3/2019
28225;AUTP PASCUAL PALAZZO;Sin determinar;-35;-58;25/3/2019
28225;AUTP PASCUAL PALAZZO;Sin determinar;-35;-58;25/3/2019
28226;AUTP CAMINO DEL BUEN AYRE;Sin determinar;;;26/3/2019
28226;AUTP CAMINO DEL BUEN AYRE;Sin determinar;;;26/3/2019
28227;BALBASTRO;Sin determinar;-35;-59;26/3/2019
28227;BALBASTRO;Sin determinar;-35;-59;26/3/2019
28228;INDEPENDENCIA;Sin determinar;-38;-60;26/3/2019
28228;INDEPENDENCIA;Sin determinar;-38;-60;26/3/2019
28229;RUTA 36;Colisión vehículo-persona;;;26/3/2019
28229;RUTA 36;Colisión vehículo-persona;;;26/3/2019
28230;AGUSTIN DEBENEDETTI;Sin determinar;-35;-58;27/3/2019
28230;AGUSTIN DEBENEDETTI;Sin determinar;-35;-58;27/3/2019
28231;CLL 1215;Vuelco-Despistes;-35;-58;27/3/2019
28231;CLL 1215;Vuelco-Despistes;-35;-58;27/3/2019
28232;DIAG MIGUEL ANGEL;Sin determinar;-35;-59;27/3/2019
28232;DIAG MIGUEL ANGEL;Sin determinar;-35;-59;27/3/2019
28233;INDUSTRIA;Sin determinar;-35;-59;28/3/2019
28233;INDUSTRIA;Sin determinar;-35;-59;28/3/2019
28233;INDUSTRIA;Sin determinar;-35;-59;28/3/2019
28233;INDUSTRIA;Sin determinar;-35;-59;28/3/2019
28233;INDUSTRIA;Sin determinar;-35;-59;28/3/2019
28234;SAN MARTIN;Sin determinar;-37;-58;29/3/2019
28234;SAN MARTIN;Sin determinar;-37;-58;29/3/2019
28235;AVE  LIBERTADOR SAN MARTIN;Sin determinar;;;29/3/2019
28235;AVE  LIBERTADOR SAN MARTIN;Sin determinar;;;29/3/2019
28236;ORDIALES;Sin determinar;-35;-61;30/3/2019
28236;ORDIALES;Sin determinar;-35;-61;30/3/2019
28237;RUTA 3;Sin determinar;;;30/3/2019
28237;RUTA 3;Sin determinar;;;30/3/2019
28238;25 DE MAYO;Sin determinar;-36;-61;31/3/2019
28238;25 DE MAYO;Sin determinar;-36;-61;31/3/2019
28239;197;Sin determinar;;;31/3/2019
28239;197;Sin determinar;;;31/3/2019
28287;AVE MONTEVERDE;Sin determinar;;;18/4/2019
28287;AVE MONTEVERDE;Sin determinar;;;18/4/2019
28288;EVA PERON;Sin determinar;-35;-58;22/4/2019
28288;EVA PERON;Sin determinar;-35;-58;22/4/2019
28289;AVE PTE BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-58;2/4/2019
28289;AVE PTE BARTOLOME MITRE;Colisión vehículo-vehículo;-35;-58;2/4/2019
28290;AGUSTIN DEBENEDETTI;Colisión vehículo-vehículo;-35;-58;3/4/2019
28290;AGUSTIN DEBENEDETTI;Colisión vehículo-vehículo;-35;-58;3/4/2019
28291;LOBOS;Sin determinar;-35;-58;16/4/2019
28291;LOBOS;Sin determinar;-35;-58;16/4/2019
28292;JOSE M DE LA SERNA;Colisión vehículo-vehículo;-35;-58;19/4/2019
28292;JOSE M DE LA SERNA;Colisión vehículo-vehículo;-35;-58;19/4/2019
28293;CORTAZAR;Colisión vehículo-persona;-37;-60;15/4/2019
28293;CORTAZAR;Colisión vehículo-persona;-37;-60;15/4/2019
28294;VIEYTES;Colisión vehículo-persona;-39;-62;5/4/2019
28294;VIEYTES;Colisión vehículo-persona;-39;-62;5/4/2019
28295;RODOLFO A LOPEZ;Colisión vehículo-vehículo;-35;-58;5/4/2019
28295;RODOLFO A LOPEZ;Colisión vehículo-vehículo;-35;-58;5/4/2019
28296;CAMINO GENERAL BELGRANO;Vuelco-Despistes;-35;-58;7/4/2019
28296;CAMINO GENERAL BELGRANO;Vuelco-Despistes;-35;-58;7/4/2019
28297;LAVALLE;Colisión vehículo-persona;-34;-60;28/4/2019
28297;LAVALLE;Colisión vehículo-persona;-34;-60;28/4/2019
28298;RUTA 205;Colisión vehículo-vehículo;-35;-59;6/4/2019
28298;RUTA 205;Colisión vehículo-vehículo;-35;-59;6/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28299;RUTA 7;Colisión vehículo-vehículo;-34;-60;14/4/2019
28300;RUTA 57;Vuelco-Despistes;;;20/4/2019
28300;RUTA 57;Vuelco-Despistes;;;20/4/2019
28301;AUTOVIA 2;Colisión vehículo-persona;-36;-58;20/4/2019
28301;AUTOVIA 2;Colisión vehículo-persona;-36;-58;20/4/2019
28302;RUTA 5;Colisión vehículo-vehículo;-35;-60;28/4/2019
28302;RUTA 5;Colisión vehículo-vehículo;-35;-60;28/4/2019
28303;AUTOVIA 2;Colisión vehículo-vehículo;-37;-58;16/4/2019
28303;AUTOVIA 2;Colisión vehículo-vehículo;-37;-58;16/4/2019
28304;PRINGLES;Colisión vehículo-persona;-34;-59;18/4/2019
28304;PRINGLES;Colisión vehículo-persona;-34;-59;18/4/2019
28305;LAS HERAS;Sin determinar;-35;-59;9/4/2019
28305;LAS HERAS;Sin determinar;-35;-59;9/4/2019
28306;RUTA PROVINCIAL 36;Colisión vehículo-persona;-35;-58;13/4/2019
28306;RUTA PROVINCIAL 36;Colisión vehículo-persona;-35;-58;13/4/2019
28307;RUTA 88;Colisión vehículo-vehículo;;;5/4/2019
28307;RUTA 88;Colisión vehículo-vehículo;;;5/4/2019
28308;RUTA 65;Vuelco-Despistes;-34;-61;14/4/2019
28308;RUTA 65;Vuelco-Despistes;-34;-61;14/4/2019
28309;RUTA 3;Colisión vehículo-vehículo;;;10/4/2019
28309;RUTA 3;Colisión vehículo-vehículo;;;10/4/2019
28309;RUTA 3;Colisión vehículo-vehículo;;;10/4/2019
28309;RUTA 3;Colisión vehículo-vehículo;;;10/4/2019
28310;25 DE MAYO;Colisión vehículo-vehículo;-36;-58;25/4/2019
28310;25 DE MAYO;Colisión vehículo-vehículo;-36;-58;25/4/2019
28311;RUTA PROVINCIAL ENTRE GRAL. PINTO;Vuelco-Despistes;;;20/4/2019
28311;RUTA PROVINCIAL ENTRE GRAL. PINTO;Vuelco-Despistes;;;20/4/2019
28312;BERUTI;Colisión vehículo-vehículo;-38;-58;2/4/2019
28312;BERUTI;Colisión vehículo-vehículo;-38;-58;2/4/2019
28313;RUTA 11;Vuelco-Despistes;-38;-58;20/4/2019
28313;RUTA 11;Vuelco-Despistes;-38;-58;20/4/2019
28314;MONTES CARBALLO;Colisión vehículo-vehículo;-38;-58;25/4/2019
28314;MONTES CARBALLO;Colisión vehículo-vehículo;-38;-58;25/4/2019
28315;COLON;Colisión vehículo-persona;-35;-59;17/4/2019
28315;COLON;Colisión vehículo-persona;-35;-59;17/4/2019
28316;CUENCA;Colisión vehículo-persona;-35;-59;12/4/2019
28316;CUENCA;Colisión vehículo-persona;-35;-59;12/4/2019
28317;RUTA PROVINCIAL 65;Colisión vehículo-vehículo;-35;-61;16/4/2019
28317;RUTA PROVINCIAL 65;Colisión vehículo-vehículo;-35;-61;16/4/2019
28318;RIVADAVIA;Colisión vehículo-vehículo;-36;-62;8/4/2019
28318;RIVADAVIA;Colisión vehículo-vehículo;-36;-62;8/4/2019
28319;SARMIENTO;Colisión vehículo-vehículo;-35;-59;4/4/2019
28319;SARMIENTO;Colisión vehículo-vehículo;-35;-59;4/4/2019
28320;AVE PTE JUAN D PERON;Colisión vehículo-vehículo;-35;-59;6/4/2019
28320;AVE PTE JUAN D PERON;Colisión vehículo-vehículo;-35;-59;6/4/2019
28321;VIENA;Colisión vehículo-persona;-35;-59;30/4/2019
28321;VIENA;Colisión vehículo-persona;-35;-59;30/4/2019
28322;CALDERON DE L BARC;Vuelco-Despistes;;;2/4/2019
28322;CALDERON DE L BARC;Vuelco-Despistes;;;2/4/2019
28323;AVE JUAN M DE ROSAS;Sin determinar;-35;-59;20/4/2019
28323;AVE JUAN M DE ROSAS;Sin determinar;-35;-59;20/4/2019
28324;BOLIVAR;Colisión vehículo-vehículo;-35;-59;29/4/2019
28324;BOLIVAR;Colisión vehículo-vehículo;-35;-59;29/4/2019
28325;ARISTOBULO DEL VALLE;Colisión vehículo-persona;-35;-58;2/4/2019
28325;ARISTOBULO DEL VALLE;Colisión vehículo-persona;-35;-58;2/4/2019
28326;TAGLE;Sin determinar;-35;-58;2/4/2019
28326;TAGLE;Sin determinar;-35;-58;2/4/2019
28327;122;Colisión vehículo-vehículo;;;3/4/2019
28327;122;Colisión vehículo-vehículo;;;3/4/2019
28328;1;Colisión vehículo-persona;-35;-58;3/4/2019
28328;1;Colisión vehículo-persona;-35;-58;3/4/2019
28329;520;Sin determinar;-35;-58;7/4/2019
28329;520;Sin determinar;-35;-58;7/4/2019
28330;191;Colisión vehículo-vehículo;-35;-58;9/4/2019
28330;191;Colisión vehículo-vehículo;-35;-58;9/4/2019
28331;RUTA 3;Colisión vehículo-vehículo;-36;-59;5/4/2019
28331;RUTA 3;Colisión vehículo-vehículo;-36;-59;5/4/2019
28332;RUTA 3;Colisión vehículo-vehículo;-36;-59;5/4/2019
28332;RUTA 3;Colisión vehículo-vehículo;-36;-59;5/4/2019
28333;RUTA 205;Colisión vehículo-vehículo;-35;-59;30/4/2019
28333;RUTA 205;Colisión vehículo-vehículo;-35;-59;30/4/2019
28334;AVE MEEKS;Colisión vehículo-persona;-35;-58;5/4/2019
28334;AVE MEEKS;Colisión vehículo-persona;-35;-58;5/4/2019
28335;RUTA 41;Colisión vehículo-vehículo;;;22/4/2019
28335;RUTA 41;Colisión vehículo-vehículo;;;22/4/2019
28335;RUTA 41;Colisión vehículo-vehículo;;;22/4/2019
28336;RUTA PROV 41;Colisión vehículo-vehículo;-36;-59;23/4/2019
28336;RUTA PROV 41;Colisión vehículo-vehículo;-36;-59;23/4/2019
28336;RUTA PROV 41;Colisión vehículo-vehículo;-36;-59;23/4/2019
28336;RUTA PROV 41;Colisión vehículo-vehículo;-36;-59;23/4/2019
28336;RUTA PROV 41;Colisión vehículo-vehículo;-36;-59;23/4/2019
28337;24 RUTA PROVINCIAL;Colisión vehículo-persona;-35;-59;17/4/2019
28337;24 RUTA PROVINCIAL;Colisión vehículo-persona;-35;-59;17/4/2019
28338;MURILLO;Colisión vehículo-vehículo;-35;-59;24/4/2019
28338;MURILLO;Colisión vehículo-vehículo;-35;-59;24/4/2019
28338;MURILLO;Colisión vehículo-vehículo;-35;-59;24/4/2019
28339;RUTA 86;Vuelco-Despistes;-39;-59;24/4/2019
28339;RUTA 86;Vuelco-Despistes;-39;-59;24/4/2019
28340;CHILE;Colisión vehículo-vehículo;-36;-62;7/4/2019
28340;CHILE;Colisión vehículo-vehículo;-36;-62;7/4/2019
28341;RUTA 226;Colisión vehículo-vehículo;-36;-62;27/4/2019
28341;RUTA 226;Colisión vehículo-vehículo;-36;-62;27/4/2019
28342;RUTA 32;Colisión vehículo-vehículo;-34;-61;7/4/2019
28342;RUTA 32;Colisión vehículo-vehículo;-34;-61;7/4/2019
28343;RUTA 188;Colisión vehículo-vehículo;-34;-60;13/4/2019
28343;RUTA 188;Colisión vehículo-vehículo;-34;-60;13/4/2019
28344;AZCUENAGA;Colisión vehículo-objeto;-34;-61;14/4/2019
28344;AZCUENAGA;Colisión vehículo-objeto;-34;-61;14/4/2019
28345;RUTA 8;Colisión vehículo-vehículo;-34;-59;1/4/2019
28345;RUTA 8;Colisión vehículo-vehículo;-34;-59;1/4/2019
28346;DARDO ROCHA;Colisión vehículo-vehículo;-34;-59;24/4/2019
28346;DARDO ROCHA;Colisión vehículo-vehículo;-34;-59;24/4/2019
28347;RUTA NAC. 205;Vuelco-Despistes;;;18/4/2019
28347;RUTA NAC. 205;Vuelco-Despistes;;;18/4/2019
28348;RUTA PROVINCIAL N° 76;Colisión vehículo-vehículo;;;19/4/2019
28348;RUTA PROVINCIAL N° 76;Colisión vehículo-vehículo;;;19/4/2019
28349;AVE BARTOLOME MITRE;Colisión vehículo-persona;-35;-59;29/4/2019
28349;AVE BARTOLOME MITRE;Colisión vehículo-persona;-35;-59;29/4/2019
28350;RUTA 9;Colisión vehículo-vehículo;-33;-60;24/4/2019
28350;RUTA 9;Colisión vehículo-vehículo;-33;-60;24/4/2019
28351;EREZCANO;Sin determinar;;;27/4/2019
28351;EREZCANO;Sin determinar;;;27/4/2019
28352;AVE GRAL BELGRANO;Colisión vehículo-vehículo;-34;-59;4/4/2019
28352;AVE GRAL BELGRANO;Colisión vehículo-vehículo;-34;-59;4/4/2019
28353;AVE  CAZON;Sin determinar;-34;-59;23/4/2019
28353;AVE  CAZON;Sin determinar;-34;-59;23/4/2019
28354;RUTA 56;Vuelco-Despistes;;;25/4/2019
28354;RUTA 56;Vuelco-Despistes;;;25/4/2019
28355;RUTA 33;Vuelco-Despistes;;;7/4/2019
28355;RUTA 33;Vuelco-Despistes;;;7/4/2019
28356;RUTA NAC 5;Colisión vehículo-vehículo;-36;-63;17/4/2019
28356;RUTA NAC 5;Colisión vehículo-vehículo;-36;-63;17/4/2019
28357;AUTP PASCUAL PALAZZO;Colisión vehículo-vehículo;-35;-59;10/4/2019
28357;AUTP PASCUAL PALAZZO;Colisión vehículo-vehículo;-35;-59;10/4/2019
28358;107;Colisión vehículo-persona;-37;-57;8/4/2019
28358;107;Colisión vehículo-persona;-37;-57;8/4/2019
28359;RUTA NAC 22;Vuelco-Despistes;;;15/4/2019
28359;RUTA NAC 22;Vuelco-Despistes;;;15/4/2019
28360;RUTA PROV 193;Colisión vehículo-vehículo;-34;-59;22/4/2019
28360;RUTA PROV 193;Colisión vehículo-vehículo;-34;-59;22/4/2019
28361;MITRE;Colisión vehículo-vehículo;-34;-59;25/4/2019
28361;MITRE;Colisión vehículo-vehículo;-34;-59;25/4/2019
28414;RUTA 65;Colisión vehículo-vehículo;-36;-61;1/5/2019
28414;RUTA 65;Colisión vehículo-vehículo;-36;-61;1/5/2019
28414;RUTA 65;Colisión vehículo-vehículo;-36;-61;1/5/2019
28414;RUTA 65;Colisión vehículo-vehículo;-36;-61;1/5/2019
28414;RUTA 65;Colisión vehículo-vehículo;-36;-61;1/5/2019
28415;CAMINO DE CINTURA;Colisión vehículo-vehículo;-35;-58;1/5/2019
28415;CAMINO DE CINTURA;Colisión vehículo-vehículo;-35;-58;1/5/2019
28416;AVE SAN MARTIN;Colisión vehículo-persona;-35;-58;2/5/2019
28416;AVE SAN MARTIN;Colisión vehículo-persona;-35;-58;2/5/2019
