Titulo;Descripcion;Categoria;latitud;longitud;fecha_hecho
13323;Martin Fierro;Colisión vehículo-persona;-33;-61;
13323;Martin Fierro;Colisión vehículo-persona;-33;-61;
13324;Avenida 25 de Mayo;Colisión vehículo-vehículo;-33;-61;
13324;Avenida 25 de Mayo;Colisión vehículo-vehículo;-33;-61;
13325;Ruta N ° 18;Colisión vehículo-vehículo;;;
13325;Ruta N ° 18;Colisión vehículo-vehículo;;;
13326;Avenida 25 de Mayo;Vuelco-Despistes;-33;-61;
13326;Avenida 25 de Mayo;Vuelco-Despistes;-33;-61;
13327;Ruta N ° 9;Colisión vehículo-vehículo;-33;-61;
13327;Ruta N ° 9;Colisión vehículo-vehículo;-33;-61;
13328;Av. Uriburu;Colisión vehículo-persona;-33;-61;
13328;Av. Uriburu;Colisión vehículo-persona;-33;-61;
13329;Avenida Corazi;Colisión vehículo-persona;-33;-61;
13329;Avenida Corazi;Colisión vehículo-persona;-33;-61;
13330;Brassey;Colisión vehículo-vehículo;-33;-61;
13330;Brassey;Colisión vehículo-vehículo;-33;-61;
13331;Autopista 9;Vuelco-Despistes;;;
13331;Autopista 9;Vuelco-Despistes;;;
13332;RUTA PROV. Nº 1;Colisión vehículo-vehículo;;;
13332;RUTA PROV. Nº 1;Colisión vehículo-vehículo;;;
13333;GDOR.FREYRE;Colisión vehículo-vehículo;-29;-60;
13333;GDOR.FREYRE;Colisión vehículo-vehículo;-29;-60;
13334;RUTA NACIONAL 11;Colisión vehículo-vehículo;-29;-60;
13334;RUTA NACIONAL 11;Colisión vehículo-vehículo;-29;-60;
13335;RUTA NACIONAL 11;Colisión vehículo-vehículo;-29;-60;
13335;RUTA NACIONAL 11;Colisión vehículo-vehículo;-29;-60;
13336;ruta  nacional nº9;Colisión vehículo-vehículo;;;
13336;ruta  nacional nº9;Colisión vehículo-vehículo;;;
13337;Ruta Nacional N°95;Colisión vehículo-vehículo;;;
13337;Ruta Nacional N°95;Colisión vehículo-vehículo;;;
13337;Ruta Nacional N°95;Colisión vehículo-vehículo;;;
13338;RUTA PCIAL Nº 2;Colisión vehículo-vehículo;;;
13338;RUTA PCIAL Nº 2;Colisión vehículo-vehículo;;;
13338;RUTA PCIAL Nº 2;Colisión vehículo-vehículo;;;
13338;RUTA PCIAL Nº 2;Colisión vehículo-vehículo;;;
13339;Sarmiento;Colisión vehículo-vehículo;-31;-60;
13339;Sarmiento;Colisión vehículo-vehículo;-31;-60;
13340;AV. SAN LORENZO;Colisión vehículo-vehículo;-33;-61;
13340;AV. SAN LORENZO;Colisión vehículo-vehículo;-33;-61;
13341;AUTOPISTA ROS-SANTA FE;Vuelco-Despistes;-33;-61;
13341;AUTOPISTA ROS-SANTA FE;Vuelco-Despistes;-33;-61;
13342;HIPOLITO IRIGOYEN;Colisión vehículo-persona;-33;-61;
13342;HIPOLITO IRIGOYEN;Colisión vehículo-persona;-33;-61;
13343;RUTA PCIAL Nro13;Colisión vehículo-persona;;;
13343;RUTA PCIAL Nro13;Colisión vehículo-persona;;;
13344;RUTA NAC. Nro 34;Colisión vehículo-vehículo;;;
13344;RUTA NAC. Nro 34;Colisión vehículo-vehículo;;;
13345;RUTA NAC. Nro 34;Colisión vehículo-persona;;;
13345;RUTA NAC. Nro 34;Colisión vehículo-persona;;;
13346;Lavalle;Colisión vehículo-vehículo;-34;-62;
13346;Lavalle;Colisión vehículo-vehículo;-34;-62;
13347;25 de mayo;Colisión vehículo-vehículo;-34;-62;
13347;25 de mayo;Colisión vehículo-vehículo;-34;-62;
13348;Ruta Nacional N° 8;Colisión vehículo-vehículo;-34;-62;
13348;Ruta Nacional N° 8;Colisión vehículo-vehículo;-34;-62;
13348;Ruta Nacional N° 8;Colisión vehículo-vehículo;-34;-62;
13349;Autovia Nacional 19;Vuelco-Despistes;;;
13349;Autovia Nacional 19;Vuelco-Despistes;;;
13350;RUTA 11 KM. 419;Colisión vehículo-vehículo;-32;-61;
13350;RUTA 11 KM. 419;Colisión vehículo-vehículo;-32;-61;
13350;RUTA 11 KM. 419;Colisión vehículo-vehículo;-32;-61;
13381;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;7/3/2017
13381;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;7/3/2017
13382;AV. FLEMING;Colisión vehículo-persona;-25;-65;9/3/2017
13382;AV. FLEMING;Colisión vehículo-persona;-25;-65;9/3/2017
13383;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;-23;-64;11/3/2017
13383;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;-23;-64;11/3/2017
13384;RUTA PROVINCIAL 36;Otro;-25;-66;11/3/2017
13384;RUTA PROVINCIAL 36;Otro;-25;-66;11/3/2017
13385;RUTA PROVINCIAL 57;Vuelco-Despistes;;;13/3/2017
13385;RUTA PROVINCIAL 57;Vuelco-Despistes;;;13/3/2017
13385;RUTA PROVINCIAL 57;Vuelco-Despistes;;;13/3/2017
13386;CALLE NICOLAS MEDINA;Colisión vehículo-vehículo;-25;-65;15/3/2017
13386;CALLE NICOLAS MEDINA;Colisión vehículo-vehículo;-25;-65;15/3/2017
13387;CAMINO VECINAL;Vuelco-Despistes;;;18/3/2017
13387;CAMINO VECINAL;Vuelco-Despistes;;;18/3/2017
13388;RUTA PROVINCIAL N° 5;Colisión vehículo-objeto;;;17/3/2017
13388;RUTA PROVINCIAL N° 5;Colisión vehículo-objeto;;;17/3/2017
13389;HIPOLITO YRIGOYEN;Colisión vehículo-objeto;-25;-64;24/3/2017
13389;HIPOLITO YRIGOYEN;Colisión vehículo-objeto;-25;-64;24/3/2017
13390;RUTA NACIONAL N° 40;Colisión vehículo-persona;;;24/3/2017
13390;RUTA NACIONAL N° 40;Colisión vehículo-persona;;;24/3/2017
13391;AVENIDA LATERAL DE CIRCUNVALACION;Colisión vehículo-objeto;-32;-69;26/7/2017
13391;AVENIDA LATERAL DE CIRCUNVALACION;Colisión vehículo-objeto;-32;-69;26/7/2017
13392;Calle Sin Nombre;Vuelco-Despistes;;;8/1/2017
13392;Calle Sin Nombre;Vuelco-Despistes;;;8/1/2017
13393;Ruta Provincial Nº 43 - a 15 Km. Localidad El Peñón;Vuelco-Despistes;;;2/5/2017
13393;Ruta Provincial Nº 43 - a 15 Km. Localidad El Peñón;Vuelco-Despistes;;;2/5/2017
13394;Ruta Provincial Nº 33 - Altura Localidad San Marín;Vuelco-Despistes;;;15/2/2017
13394;Ruta Provincial Nº 33 - Altura Localidad San Marín;Vuelco-Despistes;;;15/2/2017
13395;RUTA NACIONAL 34;Colisión vehículo-vehículo;-26;-65;22/3/2017
13395;RUTA NACIONAL 34;Colisión vehículo-vehículo;-26;-65;22/3/2017
13396;RUTA NACIONAL 34;Colisión vehículo-persona;-22;-64;6/3/2017
13396;RUTA NACIONAL 34;Colisión vehículo-persona;-22;-64;6/3/2017
13397;Ruta Nacional Nº 60;Vuelco-Despistes;;;3/4/2017
13397;Ruta Nacional Nº 60;Vuelco-Despistes;;;3/4/2017
13398;RUTA PROVINCIAL 113;Colisión vehículo-vehículo;-25;-65;8/4/2017
13398;RUTA PROVINCIAL 113;Colisión vehículo-vehículo;-25;-65;8/4/2017
13399;RUTA PROVINCIAL N° 33;Vuelco-Despistes;;;9/4/2017
13399;RUTA PROVINCIAL N° 33;Vuelco-Despistes;;;9/4/2017
13400;RUTA NACIONAL 9/34;Colisión vehículo-vehículo;-26;-65;10/4/2017
13400;RUTA NACIONAL 9/34;Colisión vehículo-vehículo;-26;-65;10/4/2017
13401;Ruta Provincial Nº 43 - Cuesta de Randolfo - Laguna Blanca;Colisión vehículo-vehículo;;;2/3/2017
13401;Ruta Provincial Nº 43 - Cuesta de Randolfo - Laguna Blanca;Colisión vehículo-vehículo;;;2/3/2017
13401;Ruta Provincial Nº 43 - Cuesta de Randolfo - Laguna Blanca;Colisión vehículo-vehículo;;;2/3/2017
13401;Ruta Provincial Nº 43 - Cuesta de Randolfo - Laguna Blanca;Colisión vehículo-vehículo;;;2/3/2017
13402;RUTA NACIONAL 9;Colisión vehículo-vehículo;-26;-65;12/4/2017
13402;RUTA NACIONAL 9;Colisión vehículo-vehículo;-26;-65;12/4/2017
13403;RUTA NACIONAL 34;Otro;-22;-64;13/4/2017
13403;RUTA NACIONAL 34;Otro;-22;-64;13/4/2017
13404;AV. ASUNCION;Colisión vehículo-vehículo;;;13/4/2017
13404;AV. ASUNCION;Colisión vehículo-vehículo;;;13/4/2017
13405;AV. SAN MARTIN;Colisión vehículo-objeto;;;15/4/2017
13405;AV. SAN MARTIN;Colisión vehículo-objeto;;;15/4/2017
13406;AV. SAN MARTIN;Colisión vehículo-persona;;;11/4/2017
13406;AV. SAN MARTIN;Colisión vehículo-persona;;;11/4/2017
13407;RUTA PROVINCIAL N° 11;Colisión vehículo-vehículo;;;23/4/2017
13407;RUTA PROVINCIAL N° 11;Colisión vehículo-vehículo;;;23/4/2017
13408;RUTA NACIONAL 34;Colisión vehículo-persona;-23;-64;28/4/2017
13408;RUTA NACIONAL 34;Colisión vehículo-persona;-23;-64;28/4/2017
13409;RUTA PROVINCIAL 13;Vuelco-Despistes;-24;-63;28/4/2017
13409;RUTA PROVINCIAL 13;Vuelco-Despistes;-24;-63;28/4/2017
13409;RUTA PROVINCIAL 13;Vuelco-Despistes;-24;-63;28/4/2017
13410;RUTA NACIONAL 9/34;Colisión vehículo-vehículo;-25;-65;29/4/2017
13410;RUTA NACIONAL 9/34;Colisión vehículo-vehículo;-25;-65;29/4/2017
13411;RUTA PROVINCIAL 36;Colisión vehículo-objeto;-25;-66;30/4/2017
13411;RUTA PROVINCIAL 36;Colisión vehículo-objeto;-25;-66;30/4/2017
13412;RUTA NACIONAL 40;Vuelco-Despistes;-26;-66;30/4/2017
13412;RUTA NACIONAL 40;Vuelco-Despistes;-26;-66;30/4/2017
13413;RUTA NACIONAL 50;Colisión vehículo-persona;-23;-64;25/4/2017
13413;RUTA NACIONAL 50;Colisión vehículo-persona;-23;-64;25/4/2017
13414;AV. 9 DE JULIO;Vuelco-Despistes;-25;-65;29/4/2017
13414;AV. 9 DE JULIO;Vuelco-Despistes;-25;-65;29/4/2017
13415;RUTA PROVINCIAL 28;Vuelco-Despistes;-25;-65;1/5/2017
13415;RUTA PROVINCIAL 28;Vuelco-Despistes;-25;-65;1/5/2017
13416;RUTA PROVINCIAL 5;Otro;-24;-64;5/5/2017
13416;RUTA PROVINCIAL 5;Otro;-24;-64;5/5/2017
13417;RUTA NACIONAL 34;Colisión vehículo-vehículo;-25;-65;15/5/2017
13417;RUTA NACIONAL 34;Colisión vehículo-vehículo;-25;-65;15/5/2017
13418;RUTA NACIONAL 34;Colisión vehículo-vehículo;-22;-64;28/5/2017
13418;RUTA NACIONAL 34;Colisión vehículo-vehículo;-22;-64;28/5/2017
13419;RUTA NACIONAL 50;Colisión vehículo-vehículo;-23;-64;28/5/2017
13419;RUTA NACIONAL 50;Colisión vehículo-vehículo;-23;-64;28/5/2017
13420;ALVEAR;Colisión vehículo-persona;;;16/5/2017
13420;ALVEAR;Colisión vehículo-persona;;;16/5/2017
13421;Ruta Provincial Nº 46;Vuelco-Despistes;;;2/2/2017
13421;Ruta Provincial Nº 46;Vuelco-Despistes;;;2/2/2017
13422;Señor del Milagro;Colisión vehículo-vehículo;;;27/2/2017
13422;Señor del Milagro;Colisión vehículo-vehículo;;;27/2/2017
13423;Ruta Nacional Nº 40 - Altura rio Andalhualá;Colisión vehículo-vehículo;;;11/2/2017
13423;Ruta Nacional Nº 40 - Altura rio Andalhualá;Colisión vehículo-vehículo;;;11/2/2017
13424;Ruta Nacional Nº 38;Vuelco-Despistes;;;30/1/2017
13424;Ruta Nacional Nº 38;Vuelco-Despistes;;;30/1/2017
13424;Ruta Nacional Nº 38;Vuelco-Despistes;;;30/1/2017
13424;Ruta Nacional Nº 38;Vuelco-Despistes;;;30/1/2017
13425;AVENIDA LIBERTADOR;Colisión vehículo-vehículo;-32;-68;3/7/2017
13425;AVENIDA LIBERTADOR;Colisión vehículo-vehículo;-32;-68;3/7/2017
13426;Ruta Nº 3;Colisión vehículo-objeto;-54;-68;3/2/2017
13426;Ruta Nº 3;Colisión vehículo-objeto;-54;-68;3/2/2017
13427;Ruta Provincial Nº 1 - Altura Localidad Las Chacritas;Colisión vehículo-vehículo;;;7/1/2017
13427;Ruta Provincial Nº 1 - Altura Localidad Las Chacritas;Colisión vehículo-vehículo;;;7/1/2017
13427;Ruta Provincial Nº 1 - Altura Localidad Las Chacritas;Colisión vehículo-vehículo;;;7/1/2017
13428;ROQUE GONZALEZ;Vuelco-Despistes;-46;-68;8/7/2017
13429;RUTA NAC. 26;Colisión vehículo-vehículo;-46;-68;5/7/2017
13429;RUTA NAC. 26;Colisión vehículo-vehículo;-46;-68;5/7/2017
13430;RUTA NAC. 3;Vuelco-Despistes;-46;-68;29/1/2017
13430;RUTA NAC. 3;Vuelco-Despistes;-46;-68;29/1/2017
13431;RUTA NAC. 26;Vuelco-Despistes;-45;-69;19/1/2017
13431;RUTA NAC. 26;Vuelco-Despistes;-45;-69;19/1/2017
13432;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;6/6/2017
13432;RUTA NACIONAL N° 34;Colisión vehículo-vehículo;;;6/6/2017
13433;AV. PARAGUAY;Colisión vehículo-persona;-25;-65;3/6/2017
13433;AV. PARAGUAY;Colisión vehículo-persona;-25;-65;3/6/2017
13434;AV. PARAGUAY;Colisión vehículo-persona;;;3/6/2017
13434;AV. PARAGUAY;Colisión vehículo-persona;;;3/6/2017
13435;RUTA NACIONAL N° 50;Colisión vehículo-vehículo;;;3/6/2017
13435;RUTA NACIONAL N° 50;Colisión vehículo-vehículo;;;3/6/2017
13436;CALLE RIO PIEDRAS;Otro;-25;-65;7/6/2017
13436;CALLE RIO PIEDRAS;Otro;-25;-65;7/6/2017
13437;RUTA PROVINCIAL N° 25;Colisión vehículo-vehículo;-26;-65;10/6/2017
13437;RUTA PROVINCIAL N° 25;Colisión vehículo-vehículo;-26;-65;10/6/2017
13438;RUTA NACIONAL N° 40;Colisión vehículo-vehículo;;;12/6/2017
13438;RUTA NACIONAL N° 40;Colisión vehículo-vehículo;;;12/6/2017
13439;CALLE CORDOBA;Otro;-23;-64;17/6/2017
13439;CALLE CORDOBA;Otro;-23;-64;17/6/2017
13440;RUTA NACIONAL N° 16;Colisión vehículo-vehículo;;;16/6/2017
13440;RUTA NACIONAL N° 16;Colisión vehículo-vehículo;;;16/6/2017
13440;RUTA NACIONAL N° 16;Colisión vehículo-vehículo;;;16/6/2017
13440;RUTA NACIONAL N° 16;Colisión vehículo-vehículo;;;16/6/2017
13441;ESPAÑA;Colisión vehículo-vehículo;-23;-64;17/6/2017
13441;ESPAÑA;Colisión vehículo-vehículo;-23;-64;17/6/2017
13441;ESPAÑA;Colisión vehículo-vehículo;-23;-64;17/6/2017
13442;RUTA PROVINCIAL N° 26;Colisión vehículo-vehículo;-25;-65;18/6/2017
13442;RUTA PROVINCIAL N° 26;Colisión vehículo-vehículo;-25;-65;18/6/2017
13443;AV. FELIPE VARELA;Colisión vehículo-persona;-25;-65;19/6/2017
13443;AV. FELIPE VARELA;Colisión vehículo-persona;-25;-65;19/6/2017
13444;RUTA NACIONAL N° 9;Vuelco-Despistes;;;24/6/2017
13444;RUTA NACIONAL N° 9;Vuelco-Despistes;;;24/6/2017
13445;CAMINO A LA CIENAGA;Otro;;;26/6/2017
13445;CAMINO A LA CIENAGA;Otro;;;26/6/2017
13446;CALLE SAN MARTÍN;Colisión vehículo-persona;-23;-64;22/6/2017
13446;CALLE SAN MARTÍN;Colisión vehículo-persona;-23;-64;22/6/2017
13447;RUTA NACIONAL 9/34;Colisión vehículo-vehículo;-25;-65;28/6/2017
13447;RUTA NACIONAL 9/34;Colisión vehículo-vehículo;-25;-65;28/6/2017
13448;CALLE CHACABUCO;Colisión vehículo-vehículo;-25;-65;30/6/2017
13448;CALLE CHACABUCO;Colisión vehículo-vehículo;-25;-65;30/6/2017
13449;RUTA PCIAL 37;Colisión vehículo-vehículo;-46;-68;16/6/2017
13449;RUTA PCIAL 37;Colisión vehículo-vehículo;-46;-68;16/6/2017
13450;URQUIZA;Colisión vehículo-persona;-44;-70;4/6/2017
13450;URQUIZA;Colisión vehículo-persona;-44;-70;4/6/2017
13451;RUTA NAC. 40;Vuelco-Despistes;-42;-71;27/5/2017
13452;RECONQUISTA;Colisión vehículo-vehículo;-43;-65;12/5/2017
13452;RECONQUISTA;Colisión vehículo-vehículo;-43;-65;12/5/2017
13452;RECONQUISTA;Colisión vehículo-vehículo;-43;-65;12/5/2017
13453;RUTA PCIAL. 1;Vuelco-Despistes;;;18/4/2017
13454;PARAGUAY;Colisión vehículo-vehículo;;;5/3/2017
13454;PARAGUAY;Colisión vehículo-vehículo;;;5/3/2017
13455;RUTA NAC. 3;Colisión vehículo-vehículo;-46;-68;29/3/2017
13455;RUTA NAC. 3;Colisión vehículo-vehículo;-46;-68;29/3/2017
13456;JULIO A ROCA;Colisión vehículo-persona;-43;-65;5/3/2017
13456;JULIO A ROCA;Colisión vehículo-persona;-43;-65;5/3/2017
13457;RUTA NAC. 3;Vuelco-Despistes;;;22/3/2017
13458;PRESIDENTE PERÓN;Colisión vehículo-vehículo;-46;-68;11/2/2017
13458;PRESIDENTE PERÓN;Colisión vehículo-vehículo;-46;-68;11/2/2017
13458;PRESIDENTE PERÓN;Colisión vehículo-vehículo;-46;-68;11/2/2017
13459;HIPOLITO YRIGOYEN;Vuelco-Despistes;-43;-71;22/2/2017
13460;HIPOLITO YRIGOYEN;Colisión vehículo-objeto;-46;-68;25/6/2017
13461;NACIONAL NRO 3;Colisión vehículo-objeto;;;20/6/2017
13477;RUTA NACIONAL 34;Colisión vehículo-vehículo;;;8/7/2017
13477;RUTA NACIONAL 34;Colisión vehículo-vehículo;;;8/7/2017
13477;RUTA NACIONAL 34;Colisión vehículo-vehículo;;;8/7/2017
13479;RUTA NACIONAL 9;Vuelco-Despistes;-26;-65;5/7/2017
13479;RUTA NACIONAL 9;Vuelco-Despistes;-26;-65;5/7/2017
13480;PELLEGRINI NORTE;Colisión vehículo-vehículo;-43;-65;3/5/2017
13480;PELLEGRINI NORTE;Colisión vehículo-vehículo;-43;-65;3/5/2017
13481;RUTA NACIONAL N° 34;Otro;-23;-64;12/7/2017
13481;RUTA NACIONAL N° 34;Otro;-23;-64;12/7/2017
13482;RUTA PROVINCIAL 33;Colisión vehículo-vehículo;;;14/7/2017
13482;RUTA PROVINCIAL 33;Colisión vehículo-vehículo;;;14/7/2017
13483;RUTA NACIONAL N° 50;Colisión vehículo-vehículo;-23;-64;14/7/2017
13483;RUTA NACIONAL N° 50;Colisión vehículo-vehículo;-23;-64;14/7/2017
13483;RUTA NACIONAL N° 50;Colisión vehículo-vehículo;-23;-64;14/7/2017
13484;RUTA NACIONAL 16;Colisión vehículo-vehículo;-25;-64;15/7/2017
13484;RUTA NACIONAL 16;Colisión vehículo-vehículo;-25;-64;15/7/2017
13485;AV. ARENALES;Colisión vehículo-vehículo;;;14/7/2017
13485;AV. ARENALES;Colisión vehículo-vehículo;;;14/7/2017
13486;RUTA NACIONAL N° 81;Colisión vehículo-vehículo;;;21/7/2017
13486;RUTA NACIONAL N° 81;Colisión vehículo-vehículo;;;21/7/2017
13486;RUTA NACIONAL N° 81;Colisión vehículo-vehículo;;;21/7/2017
13487;CALLE AMEGHINO;Colisión vehículo-persona;-25;-66;23/7/2017
13487;CALLE AMEGHINO;Colisión vehículo-persona;-25;-66;23/7/2017
13488;AV. BOLIVIA;Colisión vehículo-vehículo;-25;-65;18/7/2017
13488;AV. BOLIVIA;Colisión vehículo-vehículo;-25;-65;18/7/2017
13489;Avenida Presidente Castillo;Colisión vehículo-vehículo;-28;-66;7/3/2017
13489;Avenida Presidente Castillo;Colisión vehículo-vehículo;-28;-66;7/3/2017
13490;ruta provincial 11;Colisión vehículo-vehículo;-50;-72;18/8/2017
13490;ruta provincial 11;Colisión vehículo-vehículo;-50;-72;18/8/2017
13491;Avenida Juan Domingo Peron;Colisión vehículo-persona;-28;-66;21/4/2017
13491;Avenida Juan Domingo Peron;Colisión vehículo-persona;-28;-66;21/4/2017
13492;RUTA NACIONAL N° 34;Colisión vehículo-persona;-25;-65;28/7/2017
13492;RUTA NACIONAL N° 34;Colisión vehículo-persona;-25;-65;28/7/2017
13493;RUTA PROVINCIAL 150;Colisión vehículo-vehículo;-25;-65;30/7/2017
13493;RUTA PROVINCIAL 150;Colisión vehículo-vehículo;-25;-65;30/7/2017
13494;RUTA NACIONAL 68;Colisión vehículo-objeto;-25;-65;23/7/2017
13494;RUTA NACIONAL 68;Colisión vehículo-objeto;-25;-65;23/7/2017
13502;RUTA NACIONAL 40;Vuelco-Despistes;-47;-71;20/1/2017
13502;RUTA NACIONAL 40;Vuelco-Despistes;-47;-71;20/1/2017
13502;RUTA NACIONAL 40;Vuelco-Despistes;-47;-71;20/1/2017
13503;RUTA PROVINCIAL 43;Colisión vehículo-vehículo;-47;-68;5/2/2017
13503;RUTA PROVINCIAL 43;Colisión vehículo-vehículo;-47;-68;5/2/2017
13504;RUTA NACIONAL 3;Colisión vehículo-vehículo;;;11/2/2017
13504;RUTA NACIONAL 3;Colisión vehículo-vehículo;;;11/2/2017
13504;RUTA NACIONAL 3;Colisión vehículo-vehículo;;;11/2/2017
13505;ALMIRANTE ZAR;Colisión vehículo-vehículo;-48;-66;19/2/2017
13505;ALMIRANTE ZAR;Colisión vehículo-vehículo;-48;-66;19/2/2017
13506;RUTA NACIONAL 3;Vuelco-Despistes;;;17/3/2017
13506;RUTA NACIONAL 3;Vuelco-Despistes;;;17/3/2017
13507;RUTA PROVINCIAL 25;Vuelco-Despistes;;;23/2/2017
13507;RUTA PROVINCIAL 25;Vuelco-Despistes;;;23/2/2017
13508;RUTA NACIONAL 3;Colisión vehículo-objeto;-52;-69;22/3/2017
13508;RUTA NACIONAL 3;Colisión vehículo-objeto;-52;-69;22/3/2017
13509;RUTA PROVINCIAL 43;Colisión vehículo-vehículo;-47;-68;8/3/2017
13509;RUTA PROVINCIAL 43;Colisión vehículo-vehículo;-47;-68;8/3/2017
13510;RUTA PROVINCIAL 23;Vuelco-Despistes;-50;-72;26/3/2017
13510;RUTA PROVINCIAL 23;Vuelco-Despistes;-50;-72;26/3/2017
13510;RUTA PROVINCIAL 23;Vuelco-Despistes;-50;-72;26/3/2017
13511;25 DE MAYO;Colisión vehículo-vehículo;-52;-69;8/4/2017
13511;25 DE MAYO;Colisión vehículo-vehículo;-52;-69;8/4/2017
13511;25 DE MAYO;Colisión vehículo-vehículo;-52;-69;8/4/2017
13511;25 DE MAYO;Colisión vehículo-vehículo;-52;-69;8/4/2017
13512;BEAUVOIR;Colisión vehículo-vehículo;;;15/4/2017
13512;BEAUVOIR;Colisión vehículo-vehículo;;;15/4/2017
13513;RUTA PROVINCIAL 43;Vuelco-Despistes;;;3/4/2017
13513;RUTA PROVINCIAL 43;Vuelco-Despistes;;;3/4/2017
13513;RUTA PROVINCIAL 43;Vuelco-Despistes;;;3/4/2017
13514;S/D;Vuelco-Despistes;;;14/4/2017
13514;S/D;Vuelco-Despistes;;;14/4/2017
13515;RUTA NACIONAL 3;Vuelco-Despistes;;;12/5/2017
13515;RUTA NACIONAL 3;Vuelco-Despistes;;;12/5/2017
13516;RUTA PROVINCIAL 99;Vuelco-Despistes;-47;-68;12/5/2017
13516;RUTA PROVINCIAL 99;Vuelco-Despistes;-47;-68;12/5/2017
13517;RUTA PROVINCIAL 281;Vuelco-Despistes;;;1/6/2017
13517;RUTA PROVINCIAL 281;Vuelco-Despistes;;;1/6/2017
13518;RUTA NACIONAL 3;Colisión vehículo-vehículo;-50;-69;14/6/2017
13518;RUTA NACIONAL 3;Colisión vehículo-vehículo;-50;-69;14/6/2017
13519;AV. SAPUCAY;Colisión vehículo-persona;;;16/8/2017
13519;AV. SAPUCAY;Colisión vehículo-persona;;;16/8/2017
13520;AV SAN MARTIN;Colisión vehículo-objeto;-47;-71;22/6/2017
13520;AV SAN MARTIN;Colisión vehículo-objeto;-47;-71;22/6/2017
13521;RUTA PROVINCIAL 11;Vuelco-Despistes;-50;-72;14/6/2017
13521;RUTA PROVINCIAL 11;Vuelco-Despistes;-50;-72;14/6/2017
13522;RUTA NACIONAL 3;Vuelco-Despistes;;;11/6/2017
13522;RUTA NACIONAL 3;Vuelco-Despistes;;;11/6/2017
13523;GOBERNADOR MAYER;Colisión vehículo-objeto;-52;-69;9/7/2017
13523;GOBERNADOR MAYER;Colisión vehículo-objeto;-52;-69;9/7/2017
13524;Ruta Nacional Nº 3;Vuelco-Despistes;;;9/1/2017
13524;Ruta Nacional Nº 3;Vuelco-Despistes;;;9/1/2017
13525;Ruta Nacional Nº 3;Vuelco-Despistes;;;25/1/2017
13525;Ruta Nacional Nº 3;Vuelco-Despistes;;;25/1/2017
13526;RUTA NACIONAL Nº 14;Colisión vehículo-vehículo;;;26/8/2017
13526;RUTA NACIONAL Nº 14;Colisión vehículo-vehículo;;;26/8/2017
13527;RUTA NACIONAL Nº 14;Colisión vehículo-vehículo;;;14/8/2017
13527;RUTA NACIONAL Nº 14;Colisión vehículo-vehículo;;;14/8/2017
13528;NACIONAL;Colisión vehículo-vehículo;-31;-69;29/7/2017
13528;NACIONAL;Colisión vehículo-vehículo;-31;-69;29/7/2017
13529;NACIONAL;Colisión vehículo-vehículo;;;2/7/2017
13529;NACIONAL;Colisión vehículo-vehículo;;;2/7/2017
13530;NACIONAL;Colisión vehículo-vehículo;;;29/7/2017
13530;NACIONAL;Colisión vehículo-vehículo;;;29/7/2017
13531;LOS TULIPANES;Colisión vehículo-vehículo;;;1/8/2017
13531;LOS TULIPANES;Colisión vehículo-vehículo;;;1/8/2017
13532;CALLE LAS PALMERAS;Colisión vehículo-objeto;-23;-64;7/8/2017
13532;CALLE LAS PALMERAS;Colisión vehículo-objeto;-23;-64;7/8/2017
13533;RUTA NACION 50;Colisión vehículo-objeto;;;6/8/2017
13533;RUTA NACION 50;Colisión vehículo-objeto;;;6/8/2017
13534;B° SCALABRINI ORTIZ;Otro;-25;-65;4/8/2017
13534;B° SCALABRINI ORTIZ;Otro;-25;-65;4/8/2017
13535;HIPOLITO IRIGOYEN;Colisión vehículo-vehículo;;;18/8/2017
13535;HIPOLITO IRIGOYEN;Colisión vehículo-vehículo;;;18/8/2017
13536;AV. ARTIGAS;Colisión vehículo-objeto;-25;-65;15/8/2017
13536;AV. ARTIGAS;Colisión vehículo-objeto;-25;-65;15/8/2017
13537;AV. PARAGUAY;Colisión vehículo-persona;-25;-65;18/8/2017
13537;AV. PARAGUAY;Colisión vehículo-persona;-25;-65;18/8/2017
13538;PADRE REQUENA;Otro;-25;-65;20/8/2017
13538;PADRE REQUENA;Otro;-25;-65;20/8/2017
13539;RUTA NACIONAL 34;Sin determinar;-23;-64;21/8/2017
13539;RUTA NACIONAL 34;Sin determinar;-23;-64;21/8/2017
13540;RUTA NACIONAL 34;Colisión vehículo-persona;-22;-64;23/8/2017
13540;RUTA NACIONAL 34;Colisión vehículo-persona;-22;-64;23/8/2017
13541;RUTA PROVINCIAL 64;Otro;;;26/8/2017
13541;RUTA PROVINCIAL 64;Otro;;;26/8/2017
13542;RUTA NACIONAL N° 9;Otro;;;26/8/2017
13542;RUTA NACIONAL N° 9;Otro;;;26/8/2017
