Titulo;Descripcion;Categoría;latitud;longitud;fecha del hecho;;;;;
1334;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;26/4/2017;;;;;
1335;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;21/4/2017;;;;;
1336;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;21/4/2017;;;;;
1337;Vuelco-Despistes;Accidente automovilistico;-28;-64;1/5/2017;;;;;
1338;Vuelco-Despistes;Accidente automovilistico;-28;-64;1/5/2017;;;;;
1339;Vuelco-Despistes;Accidente automovilistico;-28;-64;3/5/2017;;;;;
1340;Vuelco-Despistes;Accidente automovilistico;-28;-64;3/5/2017;;;;;
1341;Colisión vehículo-persona;Accidente automovilistico;-29;-65;4/5/2017;;;;;
1342;Colisión vehículo-persona;Accidente automovilistico;-29;-65;4/5/2017;;;;;
1343;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;7/5/2017;;;;;
1344;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;7/5/2017;;;;;
1345;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;16/5/2017;;;;;
1346;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;16/5/2017;;;;;
1347;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;21/5/2017;;;;;
1348;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;21/5/2017;;;;;
1349;Colisión vehículo-persona;Accidente automovilistico;-28;-64;22/5/2017;;;;;
1350;Colisión vehículo-persona;Accidente automovilistico;-28;-64;22/5/2017;;;;;
1351;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;26/5/2017;;;;;
1352;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;26/5/2017;;;;;
1353;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;27/5/2017;;;;;
1354;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;27/5/2017;;;;;
1355;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;29/5/2017;;;;;
1356;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;29/5/2017;;;;;
1357;Otro;Accidente automovilistico;-28;-64;29/5/2017;;;;;
1358;Otro;Accidente automovilistico;-28;-64;29/5/2017;;;;;
1359;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;3/6/2017;;;;;
1360;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;3/6/2017;;;;;
1361;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;3/6/2017;;;;;
1362;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;3/6/2017;;;;;
1363;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;3/6/2017;;;;;
1364;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;3/6/2017;;;;;
1365;Colisión vehículo-vehículo;Accidente automovilistico;-28;-62;3/6/2017;;;;;
1366;Colisión vehículo-vehículo;Accidente automovilistico;-28;-62;3/6/2017;;;;;
1367;Colisión vehículo-vehículo;Accidente automovilistico;-28;-62;3/6/2017;;;;;
1368;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;11/6/2017;;;;;
1369;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;11/6/2017;;;;;
1370;Colisión vehículo-persona;Accidente automovilistico;-28;-64;13/6/2017;;;;;
1371;Colisión vehículo-persona;Accidente automovilistico;-28;-64;13/6/2017;;;;;
1372;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;16/6/2017;;;;;
1373;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;16/6/2017;;;;;
1374;Vuelco-Despistes;Accidente automovilistico;-28;-64;17/6/2017;;;;;
1375;Vuelco-Despistes;Accidente automovilistico;-28;-64;17/6/2017;;;;;
1376;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;18/6/2017;;;;;
1377;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;18/6/2017;;;;;
1378;Sin determinar;Accidente automovilistico;-28;-64;20/6/2017;;;;;
1379;Sin determinar;Accidente automovilistico;-28;-64;20/6/2017;;;;;
1380;Vuelco-Despistes;Accidente automovilistico;-28;-64;8/6/2017;;;;;
1381;Vuelco-Despistes;Accidente automovilistico;-28;-64;8/6/2017;;;;;
1382;Vuelco-Despistes;Accidente automovilistico;-27;-65;2/7/2017;;;;;
1383;Vuelco-Despistes;Accidente automovilistico;-27;-65;2/7/2017;;;;;
1384;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;4/7/2017;;;;;
1385;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;4/7/2017;;;;;
1386;Vuelco-Despistes;Accidente automovilistico;-28;-64;7/7/2017;;;;;
1387;Vuelco-Despistes;Accidente automovilistico;-28;-64;7/7/2017;;;;;
1388;Sin determinar;Accidente automovilistico;-28;-64;15/7/2017;;;;;
1389;Sin determinar;Accidente automovilistico;-28;-64;15/7/2017;;;;;
1390;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;16/7/2017;;;;;
1391;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;16/7/2017;;;;;
1392;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;16/7/2017;;;;;
1393;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;16/7/2017;;;;;
1394;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;22/7/2017;;;;;
1395;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;22/7/2017;;;;;
1396;Vuelco-Despistes;Accidente automovilistico;-29;-65;23/7/2017;;;;;
1397;Vuelco-Despistes;Accidente automovilistico;-29;-65;23/7/2017;;;;;
1398;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;23/7/2017;;;;;
1399;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;23/7/2017;;;;;
1400;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;23/7/2017;;;;;
1401;Colisión vehículo-objeto;Accidente automovilistico;-26;-63;23/7/2017;;;;;
1402;Colisión vehículo-objeto;Accidente automovilistico;-26;-63;23/7/2017;;;;;
1403;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;30/7/2017;;;;;
1404;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;30/7/2017;;;;;
1405;Colisión vehículo-persona;Accidente automovilistico;-28;-64;26/7/2017;;;;;
1406;Colisión vehículo-persona;Accidente automovilistico;-28;-64;26/7/2017;;;;;
1407;Vuelco-Despistes;Accidente automovilistico;-28;-65;5/8/2017;;;;;
1408;Vuelco-Despistes;Accidente automovilistico;-28;-65;5/8/2017;;;;;
1409;Vuelco-Despistes;Accidente automovilistico;-28;-64;6/8/2017;;;;;
1410;Vuelco-Despistes;Accidente automovilistico;-28;-64;6/8/2017;;;;;
1411;Vuelco-Despistes;Accidente automovilistico;-28;-64;6/8/2017;;;;;
1412;Vuelco-Despistes;Accidente automovilistico;-28;-64;6/8/2017;;;;;
1413;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;8/8/2017;;;;;
1414;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;8/8/2017;;;;;
1415;Vuelco-Despistes;Accidente automovilistico;-28;-64;11/8/2017;;;;;
1416;Vuelco-Despistes;Accidente automovilistico;-28;-64;11/8/2017;;;;;
1417;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/8/2017;;;;;
1418;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/8/2017;;;;;
1419;Vuelco-Despistes;Accidente automovilistico;-28;-64;12/8/2017;;;;;
1420;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;20/8/2017;;;;;
1421;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;20/8/2017;;;;;
1422;Vuelco-Despistes;Accidente automovilistico;-28;-64;21/8/2017;;;;;
1423;Vuelco-Despistes;Accidente automovilistico;-28;-64;21/8/2017;;;;;
1424;Vuelco-Despistes;Accidente automovilistico;-28;-64;21/8/2017;;;;;
1425;Vuelco-Despistes;Accidente automovilistico;-28;-64;21/8/2017;;;;;
1426;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;24/8/2017;;;;;
1427;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;24/8/2017;;;;;
1428;Vuelco-Despistes;Accidente automovilistico;-28;-64;26/8/2017;;;;;
1429;Vuelco-Despistes;Accidente automovilistico;-28;-64;26/8/2017;;;;;
1430;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;31/8/2017;;;;;
1431;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;31/8/2017;;;;;
1432;Sin determinar;Accidente automovilistico;-28;-64;14/8/2017;;;;;
1433;Sin determinar;Accidente automovilistico;-28;-64;14/8/2017;;;;;
1434;Otro;Accidente automovilistico;-29;-63;2/9/2017;;;;;
1435;Otro;Accidente automovilistico;-29;-63;2/9/2017;;;;;
1436;Vuelco-Despistes;Accidente automovilistico;-29;-65;3/9/2017;;;;;
1437;Vuelco-Despistes;Accidente automovilistico;-29;-65;3/9/2017;;;;;
1438;Colisión vehículo-persona;Accidente automovilistico;-29;-63;3/9/2017;;;;;
1439;Colisión vehículo-persona;Accidente automovilistico;-29;-63;3/9/2017;;;;;
1440;Vuelco-Despistes;Accidente automovilistico;-30;-62;5/9/2017;;;;;
1441;Vuelco-Despistes;Accidente automovilistico;-30;-62;5/9/2017;;;;;
1442;Vuelco-Despistes;Accidente automovilistico;-28;-64;8/9/2017;;;;;
1443;Vuelco-Despistes;Accidente automovilistico;-28;-64;8/9/2017;;;;;
1444;Vuelco-Despistes;Accidente automovilistico;-28;-64;10/9/2017;;;;;
1445;Vuelco-Despistes;Accidente automovilistico;-28;-64;10/9/2017;;;;;
1446;Colisión vehículo-vehículo;Accidente automovilistico;-28;-63;14/9/2017;;;;;
1447;Colisión vehículo-vehículo;Accidente automovilistico;-28;-63;14/9/2017;;;;;
1448;Vuelco-Despistes;Accidente automovilistico;-29;-65;16/9/2017;;;;;
1449;Vuelco-Despistes;Accidente automovilistico;-29;-65;16/9/2017;;;;;
1450;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;17/9/2017;;;;;
1451;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;17/9/2017;;;;;
1452;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;20/9/2017;;;;;
1453;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;20/9/2017;;;;;
1454;Vuelco-Despistes;Accidente automovilistico;-27;-65;21/9/2017;;;;;
1455;Vuelco-Despistes;Accidente automovilistico;-27;-65;21/9/2017;;;;;
1456;Colisión vehículo-vehículo;Accidente automovilistico;-30;-62;23/9/2017;;;;;
1457;Colisión vehículo-vehículo;Accidente automovilistico;-30;-62;23/9/2017;;;;;
1458;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;23/9/2017;;;;;
1459;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;23/9/2017;;;;;
1460;Vuelco-Despistes;Accidente automovilistico;-27;-65;24/9/2017;;;;;
1461;Vuelco-Despistes;Accidente automovilistico;-27;-65;24/9/2017;;;;;
1462;Colisión vehículo-persona;Accidente automovilistico;-26;-64;24/9/2017;;;;;
1463;Colisión vehículo-persona;Accidente automovilistico;-26;-64;24/9/2017;;;;;
1464;Sin determinar;Accidente automovilistico;-28;-64;25/9/2017;;;;;
1465;Sin determinar;Accidente automovilistico;-28;-64;25/9/2017;;;;;
1466;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;26/9/2017;;;;;
1467;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;26/9/2017;;;;;
1468;Vuelco-Despistes;Accidente automovilistico;-29;-65;30/9/2017;;;;;
1469;Vuelco-Despistes;Accidente automovilistico;-29;-65;30/9/2017;;;;;
1470;Vuelco-Despistes;Accidente automovilistico;-28;-62;3/10/2017;;;;;
1471;Vuelco-Despistes;Accidente automovilistico;-28;-62;3/10/2017;;;;;
1472;Colisión vehículo-objeto;Accidente automovilistico;-27;-65;9/10/2017;;;;;
1473;Colisión vehículo-objeto;Accidente automovilistico;-27;-65;9/10/2017;;;;;
1474;Vuelco-Despistes;Accidente automovilistico;-29;-63;10/10/2017;;;;;
1475;Vuelco-Despistes;Accidente automovilistico;-29;-63;10/10/2017;;;;;
1476;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;14/10/2017;;;;;
1477;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;14/10/2017;;;;;
1478;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;14/10/2017;;;;;
1479;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;14/10/2017;;;;;
1480;Otro;Accidente automovilistico;-27;-63;15/10/2017;;;;;
1481;Otro;Accidente automovilistico;-27;-63;15/10/2017;;;;;
1482;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;15/10/2017;;;;;
1483;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;15/10/2017;;;;;
1484;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;18/10/2017;;;;;
1485;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;18/10/2017;;;;;
1486;Colisión vehículo-vehículo;Accidente automovilistico;-29;-64;20/10/2017;;;;;
1487;Colisión vehículo-vehículo;Accidente automovilistico;-29;-64;20/10/2017;;;;;
1488;Colisión vehículo-persona;Accidente automovilistico;-28;-64;25/10/2017;;;;;
1489;Colisión vehículo-persona;Accidente automovilistico;-28;-64;25/10/2017;;;;;
1490;Colisión vehículo-vehículo;Accidente automovilistico;-28;-63;28/10/2017;;;;;
1491;Colisión vehículo-vehículo;Accidente automovilistico;-28;-63;28/10/2017;;;;;
1492;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;29/10/2017;;;;;
1493;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;29/10/2017;;;;;
1494;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;1/11/2017;;;;;
1495;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;1/11/2017;;;;;
1496;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;1/11/2017;;;;;
1497;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;5/11/2017;;;;;
1498;Colisión vehículo-vehículo;Accidente automovilistico;-29;-63;5/11/2017;;;;;
1499;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;13/11/2017;;;;;
1500;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;13/11/2017;;;;;
1501;Sin determinar;Accidente automovilistico;-28;-64;20/11/2017;;;;;
1502;Sin determinar;Accidente automovilistico;-28;-64;20/11/2017;;;;;
1503;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;20/11/2017;;;;;
1504;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;20/11/2017;;;;;
1505;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;8/11/2017;;;;;
1506;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;8/11/2017;;;;;
1507;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;5/12/2017;;;;;
1508;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;5/12/2017;;;;;
1509;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;10/12/2017;;;;;
1510;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;10/12/2017;;;;;
1511;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;17/12/2017;;;;;
1512;Colisión vehículo-objeto;Accidente automovilistico;-28;-64;17/12/2017;;;;;
1513;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;17/12/2017;;;;;
1514;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;17/12/2017;;;;;
1515;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;20/12/2017;;;;;
1516;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;20/12/2017;;;;;
1517;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;23/12/2017;;;;;
1518;Colisión vehículo-vehículo;Accidente automovilistico;-28;-65;23/12/2017;;;;;
1519;Vuelco-Despistes;Accidente automovilistico;-28;-64;23/12/2017;;;;;
1520;Vuelco-Despistes;Accidente automovilistico;-28;-64;23/12/2017;;;;;
1521;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;23/12/2017;;;;;
1522;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;23/12/2017;;;;;
1523;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;25/12/2017;;;;;
1524;Colisión vehículo-vehículo;Accidente automovilistico;-28;-64;25/12/2017;;;;;
1525;Colisión vehículo-vehículo;Accidente automovilistico;-26;-62;27/12/2017;;;;;
1526;Colisión vehículo-vehículo;Accidente automovilistico;-26;-62;27/12/2017;;;;;
1527;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;27/12/2017;;;;;
1528;Colisión vehículo-vehículo;Accidente automovilistico;-26;-63;27/12/2017;;;;;
1529;Colisión vehículo-vehículo;Accidente automovilistico;-35;-68;2/2/2017;;;;;
1530;Colisión vehículo-vehículo;Accidente automovilistico;-35;-68;2/2/2017;;;;;
1531;Colisión vehículo-vehículo;Accidente automovilistico;-35;-68;2/2/2017;;;;;
1532;Colisión vehículo-vehículo;Accidente automovilistico;-35;-68;2/2/2017;;;;;
1533;Colisión vehículo-objeto;Accidente automovilistico;-33;-68;17/2/2017;;;;;
1534;Colisión vehículo-objeto;Accidente automovilistico;-33;-68;17/2/2017;;;;;
1535;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1536;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1537;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1538;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1539;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1540;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1541;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1542;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1543;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1544;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1545;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1546;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1547;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1548;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1549;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1550;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1551;Vuelco-Despistes;Accidente automovilistico;-33;-69;18/2/2017;;;;;
1552;Colisión vehículo-persona;Accidente automovilistico;-33;-68;19/2/2017;;;;;
1553;Colisión vehículo-persona;Accidente automovilistico;-33;-68;19/2/2017;;;;;
1554;Vuelco-Despistes;Accidente automovilistico;-35;-68;20/2/2017;;;;;
1555;Vuelco-Despistes;Accidente automovilistico;-35;-68;20/2/2017;;;;;
1556;Vuelco-Despistes;Accidente automovilistico;-35;-68;20/2/2017;;;;;
1557;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;25/2/2017;;;;;
1558;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;25/2/2017;;;;;
1559;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;25/2/2017;;;;;
1560;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;25/2/2017;;;;;
1561;Vuelco-Despistes;Accidente automovilistico;-33;-69;1/3/2017;;;;;
1562;Vuelco-Despistes;Accidente automovilistico;-33;-69;1/3/2017;;;;;
1563;Colisión vehículo-vehículo;Accidente automovilistico;-33;-68;2/3/2017;;;;;
1564;Colisión vehículo-vehículo;Accidente automovilistico;-33;-68;2/3/2017;;;;;
1565;Colisión vehículo-objeto;Accidente automovilistico;-33;-69;4/3/2017;;;;;
1566;Colisión vehículo-objeto;Accidente automovilistico;-33;-69;4/3/2017;;;;;
1567;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;7/3/2017;;;;;
1568;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;7/3/2017;;;;;
1569;Colisión vehículo-vehículo;Accidente automovilistico;-35;-70;9/3/2017;;;;;
1570;Colisión vehículo-vehículo;Accidente automovilistico;-35;-70;9/3/2017;;;;;
1571;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;10/3/2017;;;;;
1572;Colisión vehículo-vehículo;Accidente automovilistico;-33;-69;10/3/2017;;;;;
1573;Vuelco-Despistes;Accidente automovilistico;-33;-69;14/3/2017;;;;;
1574;Vuelco-Despistes;Accidente automovilistico;-33;-69;14/3/2017;;;;;
1575;Colisión vehículo-vehículo;Accidente automovilistico;-33;-70;16/3/2017;;;;;
1576;Colisión vehículo-vehículo;Accidente automovilistico;-33;-70;16/3/2017;;;;;
