Titulo;Descripcion;Categoría;latitud;longitud;fecha del hecho;;;;;
5891;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;7/9/2018;;;;;
5892;Colisión vehículo-objeto;Accidente automovilistico;-31;-61;18/9/2018;;;;;
5893;Colisión vehículo-objeto;Accidente automovilistico;-31;-61;18/9/2018;;;;;
5894;Colisión vehículo-vehículo;Accidente automovilistico;-31;-61;22/9/2018;;;;;
5895;Colisión vehículo-vehículo;Accidente automovilistico;-31;-61;22/9/2018;;;;;
5896;Vuelco-Despistes;Accidente automovilistico;-31;-61;30/9/2018;;;;;
5897;Vuelco-Despistes;Accidente automovilistico;-31;-61;30/9/2018;;;;;
5898;Colisión vehículo-vehículo;Accidente automovilistico;-30;-61;15/9/2018;;;;;
5899;Colisión vehículo-vehículo;Accidente automovilistico;-30;-61;15/9/2018;;;;;
5900;Vuelco-Despistes;Accidente automovilistico;-30;-60;1/9/2018;;;;;
5901;Vuelco-Despistes;Accidente automovilistico;-30;-60;1/9/2018;;;;;
5902;Colisión vehículo-persona;Accidente automovilistico;-33;-61;2/9/2018;;;;;
5903;Colisión vehículo-persona;Accidente automovilistico;-33;-61;2/9/2018;;;;;
5904;Colisión vehículo-persona;Accidente automovilistico;-33;-61;8/9/2018;;;;;
5905;Colisión vehículo-persona;Accidente automovilistico;-33;-61;8/9/2018;;;;;
5906;Colisión vehículo-persona;Accidente automovilistico;-33;-61;8/9/2018;;;;;
5907;Colisión vehículo-persona;Accidente automovilistico;-33;-61;8/9/2018;;;;;
5908;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;14/9/2018;;;;;
5909;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;14/9/2018;;;;;
5910;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;19/9/2018;;;;;
5911;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;19/9/2018;;;;;
5912;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;20/9/2018;;;;;
5913;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;20/9/2018;;;;;
5914;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;22/9/2018;;;;;
5915;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;22/9/2018;;;;;
5916;Colisión vehículo-objeto;Accidente automovilistico;-33;-61;23/9/2018;;;;;
5917;Colisión vehículo-objeto;Accidente automovilistico;-33;-61;23/9/2018;;;;;
5918;Vuelco-Despistes;Accidente automovilistico;-33;-61;23/9/2018;;;;;
5919;Vuelco-Despistes;Accidente automovilistico;-33;-61;23/9/2018;;;;;
5920;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;24/9/2018;;;;;
5921;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;24/9/2018;;;;;
5922;Vuelco-Despistes;Accidente automovilistico;-33;-61;27/9/2018;;;;;
5923;Vuelco-Despistes;Accidente automovilistico;-33;-61;27/9/2018;;;;;
5924;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;2/9/2018;;;;;
5925;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;2/9/2018;;;;;
5926;Colisión vehículo-persona;Accidente automovilistico;-32;-69;13/9/2018;;;;;
5927;Colisión vehículo-persona;Accidente automovilistico;-32;-69;13/9/2018;;;;;
5928;Vuelco-Despistes;Accidente automovilistico;-33;-66;7/8/2018;;;;;
5929;Vuelco-Despistes;Accidente automovilistico;-33;-66;7/8/2018;;;;;
5930;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;8/8/2018;;;;;
5931;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;8/8/2018;;;;;
5932;Colisión vehículo-persona;Accidente automovilistico;-33;-66;8/8/2018;;;;;
5933;Colisión vehículo-persona;Accidente automovilistico;-33;-66;8/8/2018;;;;;
5934;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;11/8/2018;;;;;
5935;Colisión vehículo-vehículo;Accidente automovilistico;-33;-66;11/8/2018;;;;;
5936;Colisión vehículo-vehículo;Accidente automovilistico;-33;-65;18/8/2018;;;;;
5937;Colisión vehículo-vehículo;Accidente automovilistico;-33;-65;18/8/2018;;;;;
5938;Colisión vehículo-vehículo;Accidente automovilistico;-33;-65;18/8/2018;;;;;
5939;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;24/8/2018;;;;;
5940;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;24/8/2018;;;;;
5941;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;26/8/2018;;;;;
5942;Colisión vehículo-vehículo;Accidente automovilistico;-34;-65;26/8/2018;;;;;
5943;Vuelco-Despistes;Accidente automovilistico;-33;-59;18/8/2018;;;;;
5944;Vuelco-Despistes;Accidente automovilistico;-33;-59;18/8/2018;;;;;
5945;Vuelco-Despistes;Accidente automovilistico;-33;-59;18/8/2018;;;;;
5946;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;10/8/2018;;;;;
5947;Colisión vehículo-vehículo;Accidente automovilistico;-32;-59;10/8/2018;;;;;
5948;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;26/8/2018;;;;;
5949;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;26/8/2018;;;;;
5950;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;4/8/2018;;;;;
5951;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;4/8/2018;;;;;
5952;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;19/8/2018;;;;;
5953;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;19/8/2018;;;;;
5954;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;10/8/2018;;;;;
5955;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;10/8/2018;;;;;
5956;Colisión vehículo-vehículo;Accidente automovilistico;-43;-65;12/9/2018;;;;;
5957;Colisión vehículo-vehículo;Accidente automovilistico;-43;-65;12/9/2018;;;;;
5958;Colisión vehículo-objeto;Accidente automovilistico;-43;-65;12/9/2018;;;;;
5959;Colisión vehículo-objeto;Accidente automovilistico;-43;-65;12/9/2018;;;;;
5960;Colisión vehículo-vehículo;Accidente automovilistico;-43;-65;27/9/2018;;;;;
5961;Colisión vehículo-vehículo;Accidente automovilistico;-43;-65;27/9/2018;;;;;
5962;Colisión vehículo-vehículo;Accidente automovilistico;-43;-65;27/9/2018;;;;;
5963;Colisión vehículo-vehículo;Accidente automovilistico;-43;-65;27/9/2018;;;;;
5964;Vuelco-Despistes;Accidente automovilistico;-47;-68;7/10/2018;;;;;
5965;Vuelco-Despistes;Accidente automovilistico;-47;-68;7/10/2018;;;;;
5966;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;12/9/2018;;;;;
5967;Colisión vehículo-vehículo;Accidente automovilistico;-26;-55;12/9/2018;;;;;
5968;Colisión vehículo-persona;Accidente automovilistico;-26;-55;29/9/2018;;;;;
5969;Colisión vehículo-persona;Accidente automovilistico;-26;-55;29/9/2018;;;;;
5970;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;12/8/2018;;;;;
5971;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;12/8/2018;;;;;
5972;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5973;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5974;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5975;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5976;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5977;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5978;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5979;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5980;Colisión vehículo-vehículo;Accidente automovilistico;-25;-65;4/9/2018;;;;;
5981;Otro;Accidente automovilistico;-25;-65;17/9/2018;;;;;
5982;Otro;Accidente automovilistico;-25;-65;17/9/2018;;;;;
5983;Vuelco-Despistes;Accidente automovilistico;-26;-55;22/10/2018;;;;;
5984;Vuelco-Despistes;Accidente automovilistico;-26;-55;22/10/2018;;;;;
5985;Colisión vehículo-persona;Accidente automovilistico;-50;-72;16/10/2018;;;;;
5986;Colisión vehículo-persona;Accidente automovilistico;-50;-72;16/10/2018;;;;;
5987;Colisión vehículo-vehículo;Accidente automovilistico;-28;-67;26/8/2018;;;;;
5988;Colisión vehículo-vehículo;Accidente automovilistico;-28;-67;26/8/2018;;;;;
5989;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;20/9/2018;;;;;
5990;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;20/9/2018;;;;;
5991;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;20/10/2018;;;;;
5992;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;20/10/2018;;;;;
5993;Colisión vehículo-vehículo;Accidente automovilistico;-28;-56;20/10/2018;;;;;
5994;Vuelco-Despistes;Accidente automovilistico;-27;-56;11/10/2018;;;;;
5995;Vuelco-Despistes;Accidente automovilistico;-27;-56;11/10/2018;;;;;
5996;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;6/10/2018;;;;;
5997;Colisión vehículo-vehículo;Accidente automovilistico;-27;-56;6/10/2018;;;;;
5998;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;10/9/2018;;;;;
5999;Colisión vehículo-vehículo;Accidente automovilistico;-27;-55;10/9/2018;;;;;
6000;Colisión vehículo-vehículo;Accidente automovilistico;-26;-58;6/10/2018;;;;;
6001;Colisión vehículo-vehículo;Accidente automovilistico;-26;-58;6/10/2018;;;;;
6002;Colisión vehículo-persona;Accidente automovilistico;-26;-58;8/9/2018;;;;;
6003;Colisión vehículo-persona;Accidente automovilistico;-26;-58;8/9/2018;;;;;
6004;Vuelco-Despistes;Accidente automovilistico;-47;-67;3/9/2018;;;;;
6005;Vuelco-Despistes;Accidente automovilistico;-47;-67;3/9/2018;;;;;
6006;Colisión vehículo-vehículo;Accidente automovilistico;-27;-54;7/10/2018;;;;;
6007;Colisión vehículo-vehículo;Accidente automovilistico;-27;-54;7/10/2018;;;;;
6008;Colisión vehículo-vehículo;Accidente automovilistico;-27;-54;7/10/2018;;;;;
6009;Vuelco-Despistes;Accidente automovilistico;-39;-69;17/10/2018;;;;;
6010;Vuelco-Despistes;Accidente automovilistico;-39;-69;17/10/2018;;;;;
6011;Vuelco-Despistes;Accidente automovilistico;-39;-69;15/10/2018;;;;;
6012;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;27/10/2018;;;;;
6013;Colisión vehículo-objeto;Accidente automovilistico;-32;-69;27/10/2018;;;;;
6014;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;10/10/2018;;;;;
6015;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;10/10/2018;;;;;
6016;Vuelco-Despistes;Accidente automovilistico;-23;-66;4/7/2018;;;;;
6017;Vuelco-Despistes;Accidente automovilistico;-23;-66;4/7/2018;;;;;
6018;Colisión vehículo-objeto;Accidente automovilistico;-23;-65;15/7/2018;;;;;
6019;Colisión vehículo-objeto;Accidente automovilistico;-23;-65;15/7/2018;;;;;
6020;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;19/9/2018;;;;;
6021;Colisión vehículo-vehículo;Accidente automovilistico;-32;-60;19/9/2018;;;;;
6022;Colisión vehículo-objeto;Accidente automovilistico;-32;-58;12/9/2018;;;;;
6023;Colisión vehículo-objeto;Accidente automovilistico;-32;-58;12/9/2018;;;;;
6024;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;29/9/2018;;;;;
6025;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;29/9/2018;;;;;
6026;Vuelco-Despistes;Accidente automovilistico;-31;-58;23/9/2018;;;;;
6027;Vuelco-Despistes;Accidente automovilistico;-31;-58;23/9/2018;;;;;
6028;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;3/9/2018;;;;;
6029;Colisión vehículo-vehículo;Accidente automovilistico;-31;-58;3/9/2018;;;;;
6030;Colisión vehículo-objeto;Accidente automovilistico;-31;-59;25/9/2018;;;;;
6031;Colisión vehículo-objeto;Accidente automovilistico;-31;-59;25/9/2018;;;;;
6032;Vuelco-Despistes;Accidente automovilistico;-33;-58;23/9/2018;;;;;
6033;Vuelco-Despistes;Accidente automovilistico;-33;-58;23/9/2018;;;;;
6034;Colisión vehículo-objeto;Accidente automovilistico;-33;-59;14/9/2018;;;;;
6035;Colisión vehículo-objeto;Accidente automovilistico;-33;-59;14/9/2018;;;;;
6036;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;24/9/2018;;;;;
6037;Colisión vehículo-vehículo;Accidente automovilistico;-32;-58;24/9/2018;;;;;
6038;Vuelco-Despistes;Accidente automovilistico;-52;-69;10/11/2018;;;;;
6039;Vuelco-Despistes;Accidente automovilistico;-52;-69;10/11/2018;;;;;
6040;Colisión vehículo-vehículo;Accidente automovilistico;-26;-54;24/1/2018;;;;;
6041;Colisión vehículo-vehículo;Accidente automovilistico;-26;-54;24/1/2018;;;;;
6042;Vuelco-Despistes;Accidente automovilistico;-28;-66;15/9/2018;;;;;
6043;Vuelco-Despistes;Accidente automovilistico;-28;-66;15/9/2018;;;;;
6044;Colisión vehículo-persona;Accidente automovilistico;-28;-66;2/10/2018;;;;;
6045;Colisión vehículo-persona;Accidente automovilistico;-28;-66;2/10/2018;;;;;
6046;Colisión vehículo-vehículo;Accidente automovilistico;-31;-62;14/10/2018;;;;;
6047;Colisión vehículo-vehículo;Accidente automovilistico;-31;-62;14/10/2018;;;;;
6048;Colisión vehículo-vehículo;Accidente automovilistico;-31;-62;26/10/2018;;;;;
6049;Colisión vehículo-vehículo;Accidente automovilistico;-31;-62;26/10/2018;;;;;
6050;Colisión vehículo-vehículo;Accidente automovilistico;-29;-60;2/10/2018;;;;;
6051;Colisión vehículo-vehículo;Accidente automovilistico;-29;-60;2/10/2018;;;;;
6052;Colisión vehículo-vehículo;Accidente automovilistico;-28;-59;28/10/2018;;;;;
6053;Colisión vehículo-vehículo;Accidente automovilistico;-28;-59;28/10/2018;;;;;
6054;Otro;Accidente automovilistico;-29;-60;25/10/2018;;;;;
6055;Otro;Accidente automovilistico;-29;-60;25/10/2018;;;;;
6056;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;14/10/2018;;;;;
6057;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;14/10/2018;;;;;
6058;Colisión vehículo-persona;Accidente automovilistico;-32;-61;12/10/2018;;;;;
6059;Colisión vehículo-persona;Accidente automovilistico;-32;-61;12/10/2018;;;;;
6060;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;6/10/2018;;;;;
6061;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;6/10/2018;;;;;
6062;Colisión vehículo-persona;Accidente automovilistico;-32;-61;18/10/2018;;;;;
6063;Colisión vehículo-persona;Accidente automovilistico;-32;-61;18/10/2018;;;;;
6064;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;9/10/2018;;;;;
6065;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;9/10/2018;;;;;
6066;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;28/10/2018;;;;;
6067;Colisión vehículo-vehículo;Accidente automovilistico;-32;-61;28/10/2018;;;;;
6068;Colisión vehículo-persona;Accidente automovilistico;-34;-62;17/10/2018;;;;;
6069;Colisión vehículo-persona;Accidente automovilistico;-34;-62;17/10/2018;;;;;
6070;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;25/10/2018;;;;;
6071;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;25/10/2018;;;;;
6072;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;4/10/2018;;;;;
6073;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;4/10/2018;;;;;
6074;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;7/10/2018;;;;;
6075;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;7/10/2018;;;;;
6076;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;15/10/2018;;;;;
6077;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;15/10/2018;;;;;
6078;Colisión vehículo-persona;Accidente automovilistico;-33;-61;19/10/2018;;;;;
6079;Colisión vehículo-persona;Accidente automovilistico;-33;-61;19/10/2018;;;;;
6080;Vuelco-Despistes;Accidente automovilistico;-33;-61;20/10/2018;;;;;
6081;Vuelco-Despistes;Accidente automovilistico;-33;-61;20/10/2018;;;;;
6082;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;15/10/2018;;;;;
6083;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;15/10/2018;;;;;
6084;Colisión vehículo-vehículo;Accidente automovilistico;-33;-61;15/10/2018;;;;;
6085;Colisión vehículo-vehículo;Accidente automovilistico;-30;-60;18/10/2018;;;;;
6086;Colisión vehículo-vehículo;Accidente automovilistico;-30;-60;18/10/2018;;;;;
6087;Colisión vehículo-vehículo;Accidente automovilistico;-30;-60;18/10/2018;;;;;
6088;Colisión vehículo-vehículo;Accidente automovilistico;-30;-60;18/10/2018;;;;;
6089;Colisión vehículo-persona;Accidente automovilistico;-23;-64;6/10/2018;;;;;
6090;Colisión vehículo-persona;Accidente automovilistico;-23;-64;6/10/2018;;;;;
6091;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;10/10/2018;;;;;
6092;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;10/10/2018;;;;;
6093;Colisión vehículo-vehículo;Accidente automovilistico;-26;-65;19/10/2018;;;;;
6094;Colisión vehículo-vehículo;Accidente automovilistico;-26;-65;19/10/2018;;;;;
6095;Colisión vehículo-vehículo;Accidente automovilistico;-26;-65;19/10/2018;;;;;
6096;Colisión vehículo-objeto;Accidente automovilistico;-25;-66;28/10/2018;;;;;
6097;Colisión vehículo-objeto;Accidente automovilistico;-25;-66;28/10/2018;;;;;
6098;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;29/10/2018;;;;;
6099;Colisión vehículo-vehículo;Accidente automovilistico;-23;-64;29/10/2018;;;;;
6100;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;3/10/2018;;;;;
6101;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;3/10/2018;;;;;
6102;Colisión vehículo-vehículo;Accidente automovilistico;-50;-72;8/11/2018;;;;;
6103;Colisión vehículo-vehículo;Accidente automovilistico;-50;-72;8/11/2018;;;;;
6104;Colisión vehículo-vehículo;Accidente automovilistico;-50;-72;8/11/2018;;;;;
6105;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;12/1/2018;;;;;
6106;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;12/1/2018;;;;;
6107;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;14/1/2018;;;;;
6108;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;14/1/2018;;;;;
6109;Colisión vehículo-persona;Accidente automovilistico;-26;-55;27/11/2018;;;;;
6110;Colisión vehículo-persona;Accidente automovilistico;-26;-55;27/11/2018;;;;;
6111;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;23/5/2018;;;;;
6112;Colisión vehículo-vehículo;Accidente automovilistico;-28;-66;23/5/2018;;;;;
6113;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;27/1/2018;;;;;
6114;Colisión vehículo-vehículo;Accidente automovilistico;-27;-65;27/1/2018;;;;;
6115;Colisión vehículo-objeto;Accidente automovilistico;-27;-65;2/1/2018;;;;;
6116;Colisión vehículo-persona;Accidente automovilistico;-28;-55;23/11/2018;;;;;
6117;Colisión vehículo-persona;Accidente automovilistico;-28;-55;23/11/2018;;;;;
6118;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;19/8/2018;;;;;
6119;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;19/8/2018;;;;;
6120;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/8/2018;;;;;
6121;Colisión vehículo-vehículo;Accidente automovilistico;-24;-65;7/8/2018;;;;;
6122;Colisión vehículo-persona;Accidente automovilistico;-24;-65;6/8/2018;;;;;
6123;Colisión vehículo-persona;Accidente automovilistico;-24;-65;6/8/2018;;;;;
6124;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;10/11/2018;;;;;
6125;Colisión vehículo-vehículo;Accidente automovilistico;-32;-69;10/11/2018;;;;;
6126;Vuelco-Despistes;Accidente automovilistico;-44;-70;29/10/2018;;;;;
6127;Vuelco-Despistes;Accidente automovilistico;-44;-70;29/10/2018;;;;;
6128;Colisión vehículo-persona;Accidente automovilistico;-27;-55;28/11/2018;;;;;
6129;Colisión vehículo-persona;Accidente automovilistico;-27;-55;28/11/2018;;;;;
6130;Colisión vehículo-persona;Accidente automovilistico;-27;-66;20/1/2018;;;;;
6131;Colisión vehículo-persona;Accidente automovilistico;-27;-66;20/1/2018;;;;;
6132;Colisión vehículo-objeto;Accidente automovilistico;-28;-66;21/1/2018;;;;;
6133;Colisión vehículo-persona;Accidente automovilistico;-27;-65;14/2/2018;;;;;
6134;Colisión vehículo-persona;Accidente automovilistico;-27;-65;14/2/2018;;;;;
6135;Colisión vehículo-objeto;Accidente automovilistico;-27;-65;14/2/2018;;;;;
6136;Colisión vehículo-vehículo;Accidente automovilistico;-27;-66;24/2/2018;;;;;
6137;Colisión vehículo-vehículo;Accidente automovilistico;-27;-66;24/2/2018;;;;;
6138;Vuelco-Despistes;Accidente automovilistico;-27;-65;25/2/2018;;;;;
6139;Colisión vehículo-objeto;Accidente automovilistico;-27;-65;8/2/2018;;;;;
6140;Otro;Accidente automovilistico;-39;-68;3/1/2018;;;;;
6141;Otro;Accidente automovilistico;-39;-68;3/1/2018;;;;;
6142;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;5/1/2018;;;;;
6143;Colisión vehículo-vehículo;Accidente automovilistico;-41;-65;5/1/2018;;;;;
6144;Colisión vehículo-vehículo;Accidente automovilistico;-39;-65;15/1/2018;;;;;
6145;Colisión vehículo-vehículo;Accidente automovilistico;-39;-65;15/1/2018;;;;;
6146;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;20/1/2018;;;;;
6147;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;20/1/2018;;;;;
6148;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;20/1/2018;;;;;
6149;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;20/1/2018;;;;;
6150;Colisión vehículo-persona;Accidente automovilistico;-38;-68;21/1/2018;;;;;
6151;Colisión vehículo-persona;Accidente automovilistico;-38;-68;21/1/2018;;;;;
6152;Vuelco-Despistes;Accidente automovilistico;-39;-68;2/1/2018;;;;;
6153;Vuelco-Despistes;Accidente automovilistico;-39;-68;2/1/2018;;;;;
6154;Vuelco-Despistes;Accidente automovilistico;-38;-68;26/1/2018;;;;;
6155;Vuelco-Despistes;Accidente automovilistico;-38;-68;26/1/2018;;;;;
6156;Vuelco-Despistes;Accidente automovilistico;-41;-68;27/1/2018;;;;;
6157;Vuelco-Despistes;Accidente automovilistico;-41;-68;27/1/2018;;;;;
6158;Vuelco-Despistes;Accidente automovilistico;-41;-68;27/1/2018;;;;;
6159;Vuelco-Despistes;Accidente automovilistico;-39;-68;28/1/2018;;;;;
6160;Vuelco-Despistes;Accidente automovilistico;-39;-68;28/1/2018;;;;;
6161;Vuelco-Despistes;Accidente automovilistico;-39;-68;26/1/2018;;;;;
6162;Vuelco-Despistes;Accidente automovilistico;-39;-68;26/1/2018;;;;;
6163;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;2/2/2018;;;;;
6164;Colisión vehículo-vehículo;Accidente automovilistico;-41;-71;2/2/2018;;;;;
6165;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;2/2/2018;;;;;
6166;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;2/2/2018;;;;;
6167;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;2/2/2018;;;;;
6168;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;2/2/2018;;;;;
6169;Colisión vehículo-persona;Accidente automovilistico;-39;-68;2/2/2018;;;;;
6170;Colisión vehículo-persona;Accidente automovilistico;-39;-68;2/2/2018;;;;;
6171;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;3/2/2018;;;;;
6172;Colisión vehículo-vehículo;Accidente automovilistico;-39;-67;3/2/2018;;;;;
6173;Colisión vehículo-persona;Accidente automovilistico;-41;-71;11/2/2018;;;;;
6174;Colisión vehículo-persona;Accidente automovilistico;-41;-71;11/2/2018;;;;;
6175;Otro;Accidente automovilistico;-41;-66;15/2/2018;;;;;
6176;Otro;Accidente automovilistico;-41;-66;15/2/2018;;;;;
6177;Vuelco-Despistes;Accidente automovilistico;-41;-68;15/2/2018;;;;;
6178;Vuelco-Despistes;Accidente automovilistico;-41;-68;15/2/2018;;;;;
6179;Vuelco-Despistes;Accidente automovilistico;-39;-67;1/3/2018;;;;;
6180;Vuelco-Despistes;Accidente automovilistico;-39;-67;1/3/2018;;;;;
6181;Colisión vehículo-persona;Accidente automovilistico;-41;-71;1/3/2018;;;;;
6182;Colisión vehículo-persona;Accidente automovilistico;-41;-71;1/3/2018;;;;;
6183;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;2/3/2018;;;;;
6184;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;2/3/2018;;;;;
6185;Vuelco-Despistes;Accidente automovilistico;-41;-65;11/3/2018;;;;;
6186;Vuelco-Despistes;Accidente automovilistico;-41;-65;11/3/2018;;;;;
6187;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;16/3/2018;;;;;
6188;Colisión vehículo-vehículo;Accidente automovilistico;-42;-65;16/3/2018;;;;;
6189;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;21/3/2018;;;;;
6190;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;21/3/2018;;;;;
6191;Vuelco-Despistes;Accidente automovilistico;-40;-65;22/3/2018;;;;;
6192;Vuelco-Despistes;Accidente automovilistico;-40;-65;22/3/2018;;;;;
6193;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;25/3/2018;;;;;
6194;Colisión vehículo-vehículo;Accidente automovilistico;-38;-68;25/3/2018;;;;;
6195;Vuelco-Despistes;Accidente automovilistico;-40;-66;7/4/2018;;;;;
6196;Vuelco-Despistes;Accidente automovilistico;-40;-66;7/4/2018;;;;;
6197;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;12/4/2018;;;;;
6198;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;12/4/2018;;;;;
6199;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;23/4/2018;;;;;
6200;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;23/4/2018;;;;;
6201;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;24/4/2018;;;;;
6202;Colisión vehículo-vehículo;Accidente automovilistico;-39;-68;24/4/2018;;;;;
6203;Colisión vehículo-vehículo;Accidente automovilistico;-39;-64;27/4/2018;;;;;
6204;Colisión vehículo-vehículo;Accidente automovilistico;-39;-64;27/4/2018;;;;;
6205;Colisión vehículo-vehículo;Accidente automovilistico;-40;-66;12/5/2018;;;;;
6206;Colisión vehículo-vehículo;Accidente automovilistico;-40;-66;12/5/2018;;;;;
6207;Colisión vehículo-vehículo;Accidente automovilistico;-40;-66;12/5/2018;;;;;
6208;Colisión vehículo-vehículo;Accidente automovilistico;-41;-63;18/5/2018;;;;;
